feature_0,feature_1,feature_2,feature_3,feature_4,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.508835326495431,0.7610212872244907,0.5627791231836747,0.06018186882769294,0.3932825733376758,0,0,0,0,1,1,1
0.20888949123422418,0.3810938476149738,0.9160835748028309,0.7377040491033012,0.9169558521004834,0,0,0,0,0,1,1
0.5167504463346375,0.9776165535959555,0.5082884343305369,0.6838556162582322,0.13105235623831757,1,1,1,1,1,1,1
0.9051615367638639,0.3652057938717297,0.8534047014843902,0.9423295374128602,0.566933682750728,1,1,1,1,1,1,1
0.37424579895213317,0.9825239350443279,0.3507536336270439,0.5881892340963397,0.4308491592753404,0,0,0,1,1,1,1
0.8838781493026059,0.6044060720122727,0.8436364322185511,0.3764204552464677,0.19289728912688386,0,0,0,0,0,0,1
0.4129299431396082,0.9108709396862884,0.13992575122712914,0.5007304272709373,0.5989928432444751,0,0,0,1,1,1,1
0.011803756013107014,0.9452657043310679,0.9115139453463249,0.8373106930914013,0.018261761488483574,1,1,1,1,1,1,1
0.35444118169702743,0.09366314991105318,0.3782084048213641,0.37326368353898987,0.3328858382002776,0,0,0,0,1,1,1
0.6114022563489948,0.49484019208462837,0.6050026530598258,0.629468460489504,0.7861149185383675,1,1,1,1,1,0,0
0.5148688268682565,0.8680074800487497,0.95427859312836,0.8739712909549764,0.8994283500839355,0,0,0,0,1,1,1
0.3643820626437466,0.5099332338252934,0.7532237576703751,0.8789429288430509,0.35005784411248597,1,1,1,1,1,1,1
0.7949230707171527,0.2541584288260952,0.39014282635223396,0.7998723210192638,0.618999984318492,0,1,1,1,1,1,1
0.9670018734573345,0.9133500052207473,0.9578984127222627,0.9380459606750527,0.115370595632451,1,1,1,1,1,1,1
0.9952466500918503,0.8648388525353874,0.9613264981165043,0.3288194421048931,0.5852543424654177,1,1,1,1,1,1,1
0.35543897078151954,0.8535622284191244,0.9696685846347335,0.47403310031294976,0.10823024500261291,0,0,0,0,1,1,1
0.6524515721598618,0.08518728319077362,0.5592622169233833,0.4443919605290152,0.8323571711033743,1,1,1,1,1,1,1
0.3425772774032013,0.20390468028149766,0.6282624054387194,0.5738219954144854,0.19650705044210104,1,1,1,1,1,1,1
0.36465438957255425,0.4283434534176497,0.09724460721721007,0.43934499156539764,0.09870369345568608,0,0,0,0,0,0,0
0.5615813987800196,0.707237003745356,0.18799141189263535,0.40562228179558724,0.511316651923902,0,0,0,1,1,1,1
0.6442709629410214,0.2555434121272523,0.5608603690270508,0.7043591734281548,0.31010816197033186,1,1,0,0,0,0,0
0.3575211628989794,0.28526088789235793,0.788854933501287,0.633165850324254,0.4418153443025117,1,1,1,1,1,1,1
0.42231613845231697,0.46245834664277274,0.9150493305779507,0.7428622115903301,0.10701553942114195,1,1,1,1,0,0,0
0.16582839322827636,0.06522281246126505,0.8358088196711944,0.7156166185555379,0.29810169397215025,1,1,1,1,1,1,1
0.23993592681033304,0.9692654952735179,0.3878806008388892,0.06890989755238064,0.16595135598407185,1,1,1,1,1,0,0
0.48567905643815423,0.5159504016455491,0.0307691849006817,0.7767631348103587,0.7136004485181243,0,0,0,0,1,1,1
0.7061139814417472,0.06839371054631493,0.5684940852647435,0.4242579265242322,0.39875403165260237,1,1,1,1,1,1,1
0.645363509297761,0.805880521160173,0.4038515869636988,0.14888540132575911,0.7666017623052865,0,0,0,1,1,1,1
0.5901154523027715,0.9617968747431254,0.8989731418504392,0.47406084814602867,0.7495755618250446,0,0,0,0,0,1,1
0.7277433163290736,0.11127397958604957,0.826490560493242,0.5206995424112395,0.2368186300349746,1,1,1,1,1,1,1
0.7855659034508733,0.8933337067624006,0.6762456517739541,0.5909198561171922,0.7294127985009625,1,0,0,0,0,0,0
0.5269849813670836,0.49184996466729924,0.848209674389985,0.133588843713222,0.48662808005710967,0,0,0,0,0,1,1
0.4986937585673319,0.01135870201320388,0.9298461061044593,0.3003077852639082,0.28246631659764165,1,1,1,1,1,1,1
0.4350119965045861,0.221594964660646,0.11207917113109123,0.7877800729063165,0.3063706841525362,0,0,0,0,0,1,1
0.6995025037697656,0.8844620125264191,0.9275339720410806,0.9992649044593575,0.39147653697721785,1,1,1,1,1,1,1
0.2676200629415312,0.8763856949828935,0.6802155702989638,0.9282541372150457,0.8878770243751513,0,0,0,0,0,0,0
0.8829523073084143,0.274746037756459,0.8135072682434179,0.7367188843530146,0.3211645940957021,1,1,1,1,1,1,1
0.964546286389374,0.4067378492324135,0.24465188570553176,0.4387310393292351,0.19995595495903074,1,1,1,1,1,1,1
0.8893326987816528,0.6790232607910348,0.9364431321704243,0.3458231967065247,0.591536925144345,0,0,0,0,0,1,1
0.5642496150135557,0.01806889236122422,0.29220733669953447,0.9021854399505994,0.9941586139218082,1,1,1,1,1,1,1
0.33844333144883254,0.2592155174455315,0.32857318199383034,0.8102521399669831,0.6470258447176737,0,0,0,0,0,0,0
0.1967521451879355,0.230550441733966,0.7703264751381691,0.1402624194993013,0.333329735853087,0,0,1,1,1,1,1
0.24319124047320606,0.14874742042492495,0.07129342072959555,0.9982914665161772,0.3933128285012,0,0,0,0,0,1,1
0.3788729744269854,0.4876839511313341,0.9508630168292909,0.01071317551521156,0.5430978718234064,0,0,0,0,0,0,0
0.2425639286910921,0.07436735721453724,0.3131016277085146,0.8499525261737861,0.797672785930796,1,1,0,0,0,0,0
0.3707385292831059,0.4344492006352536,0.3147265565949452,0.043201350119360105,0.9452875409442855,1,1,1,1,1,1,1
0.5010770018177555,0.5588222573116844,0.7095644032543614,0.4240310475131419,0.49294634927612535,1,1,1,1,1,1,1
0.05018659615456822,0.10619346877150682,0.36689239525988904,0.9290721311453254,0.8248235733986775,1,1,1,1,1,1,1
0.2781074492328335,0.46484556458189263,0.4021503089724363,0.3271152531270276,0.9452148491780189,1,1,1,1,1,1,1
0.09223494861956716,0.32958365155500935,0.239815323879634,0.5378926363223553,0.2454833739885296,0,0,0,1,1,1,1
0.4679794016202372,0.03601904159298641,0.018649789782750226,0.4552923490188784,0.8340243859927073,0,0,0,0,0,0,0
0.21452480574612476,0.13469812295663763,0.6623732368798704,0.6774474386021634,0.9952335047006955,0,0,0,0,1,1,1
0.8569984459626165,0.15087497718302112,0.31983533150551124,0.8115095228966693,0.15957849560140536,0,0,0,0,1,1,1
0.9027457131725458,0.7791989217285328,0.8924507927930048,0.38763385212458623,0.07753136213079992,0,0,1,1,1,1,1
0.4059734059777518,0.6727216786720596,0.4793802078554914,0.9423076443988688,0.3767123220803483,1,1,0,0,0,0,0
0.8460884109890754,0.9772457208979697,0.5157974680617897,0.46237571262758703,0.6100681027706157,1,1,1,1,1,1,1
0.5723205796874671,0.733302239600817,0.824994279941044,0.29958783420221213,0.07603987963119785,0,0,0,1,1,1,1
0.69562722455937,0.9344435714548203,0.31511509687542627,0.5517686492356368,0.8690630240745831,1,1,1,1,1,1,1
0.1385480685626801,0.3533680043544474,0.4180701024374277,0.14766824715332816,0.4366713444303595,1,1,1,1,1,1,1
0.8713926795212983,0.9677282899043126,0.41470513677530496,0.9855224138828621,0.7279932417075895,0,0,0,0,1,1,1
0.07931908203313864,0.6466731121142455,0.551423017273873,0.12877330320494296,0.5658725464902309,0,0,0,0,0,0,0
0.5516816971762152,0.7713880936976121,0.9059902247600129,0.8166067916548619,0.0333200366120423,1,1,1,1,1,0,0
0.045756786881611555,0.17527848903284082,0.8639076394381424,0.29923175746227837,0.29792027790476006,1,1,1,1,1,1,1
0.3951502714308832,0.2886416425967674,0.1580108183369816,0.7308272293069318,0.9080708982869528,1,0,0,0,0,0,0
0.09648374363043288,0.43387285030723777,0.22012594787057727,0.05634001225579166,0.37272444098799784,1,1,1,1,1,1,1
0.5418225596836624,0.4666615900249338,0.5756466422421148,0.6830064268724573,0.9255302118826153,1,1,1,1,0,0,0
0.4593016888679442,0.883559597166821,0.8664580052389935,0.24416196896524345,0.36039432065885113,0,0,0,0,0,0,0
0.7305405484418867,0.6301848672239065,0.8249483300606862,0.8135185873535745,0.8345020085928417,0,0,0,0,0,0,0
0.6603726946134741,0.35945682804836354,0.5610821897391788,0.10893726361105138,0.3706441633948011,1,1,1,1,1,1,1
0.9093632223857468,0.40029189334047943,0.07157075912303013,0.6395929174342777,0.4285869295962379,1,1,1,1,0,0,0
0.7360867978119155,0.3990192549494809,0.6971845144446589,0.4075358326089059,0.5554607918277237,0,0,0,1,1,1,1
0.3449082537191186,0.5039436514343061,0.10397703783585788,0.4881194844283262,0.7942118264980126,0,0,0,0,0,0,0
0.19353088335386315,0.3922153758935627,0.19164754621923052,0.8727116905750103,0.7037549985010334,1,1,1,1,1,1,1
0.680763859004671,0.9561395531948591,0.5809596007677779,0.08750584973724773,0.929411127333641,1,1,0,0,0,0,0
0.16856209700257552,0.09069076443984414,0.5235025636443666,0.7425799317172368,0.797010257485442,0,0,0,0,0,0,0
0.11340112370914379,0.8878714029057863,0.33699822937301127,0.03461688746850988,0.2657098924867348,0,0,0,1,1,1,1
0.8341232404232821,0.31694587389851536,0.40113582063913755,0.6035111495033145,0.14947583904428252,1,1,1,1,1,1,1
0.5001018580002908,0.922643738418075,0.2064021949380419,0.2774353041995695,0.36631698639277477,1,1,1,1,1,1,1
0.7645612456492686,0.2643403984484899,0.5824218807218965,0.36162081308699423,0.055208384306765224,1,1,1,1,1,1,1
0.2588744688463457,0.13106359211509944,0.1814368593114115,0.245933913984841,0.7105446828933141,1,1,1,1,1,1,1
0.037538221001804595,0.2641229736572589,0.573411345867208,0.5779543967288502,0.8492360816396315,0,0,0,0,0,0,1
0.5488104702779409,0.6349160642118996,0.347021022533911,0.4416059076667954,0.20811805807160444,1,1,1,1,1,1,1
0.6040315615002216,0.8595627093899707,0.7776666931312348,0.5528063966774032,0.6560685198271585,0,0,0,0,0,0,0
0.7329695485712474,0.16605320153318648,0.8675118022906868,0.15082598229908795,0.09471973952417467,1,1,1,1,1,1,1
0.5563167712558726,0.30831627381686066,0.3243867368879113,0.10855096241870232,0.6225068701708076,1,1,1,1,1,1,1
0.10707063482567647,0.5051142570041807,0.8496276661099758,0.035885377981308086,0.843460613847954,1,1,1,1,1,1,1
0.8297929015592487,0.280320738619247,0.1264784493095671,0.2608123028510433,0.40106666785930734,1,1,1,1,1,1,1
0.7466876242334892,0.39538350468040717,0.33623985227909536,0.3323949134646623,0.513656211790421,1,1,1,1,1,1,1
0.7331974717520041,0.9708388295453997,0.5552122780195945,0.11771844823415611,0.9010458877331413,1,1,0,0,0,0,0
0.13190747790177615,0.012345761668193456,0.6007732706983466,0.4186572794623983,0.377734268092481,0,0,0,0,0,0,0
0.2619709288361539,0.4112340104493051,0.6278975605891797,0.08674431059901078,0.17868803910788567,1,1,1,1,1,1,1
0.3103865916173103,0.5273009124308657,0.7661544621650445,0.5260657154789516,0.24204802893730426,1,1,1,1,1,1,1
0.16939923318052919,0.9838997930339788,0.6260503094154607,0.1655749342865216,0.14236396214576297,1,1,1,1,1,1,1
0.37553860907061765,0.2758221237298938,0.5840104890445824,0.3358602223926186,0.6889172939831744,1,1,1,1,1,1,1
0.5832333805443917,0.33875865685340245,0.967775963356297,0.6397007797936012,0.8968508970503845,1,1,1,1,0,0,0
0.8891198428276292,0.21724840169484527,0.6331983999721896,0.3910472410151087,0.7833789828118448,0,0,1,1,1,1,1
0.15823679506709176,0.5876835922840233,0.820860308977016,0.9574411826853583,0.078409120296143,1,1,1,1,1,1,1
0.480887332556467,0.3090826048001146,0.21722351410702467,0.672643490244184,0.21860607749956007,1,1,1,1,1,1,1
0.21038105951487862,0.07437788225314457,0.01965756993812562,0.5571783630874259,0.8809375250469357,0,0,0,0,0,0,0
0.23892145647022878,0.629287994554929,0.15543380505870408,0.351518490210012,0.5260198106007852,0,0,0,0,0,0,0
0.29806097318737035,0.7470032298515752,0.06369130584333327,0.006992886680049382,0.45990176283636963,1,1,0,0,0,0,0
0.030275296341152003,0.5702337273081447,0.7231445038710288,0.21832070436847262,0.0036779066949289563,1,1,1,1,1,1,1
0.6999458122287352,0.21418778013252204,0.6285403191618086,0.6307219990364659,0.7216899072346894,1,1,1,1,1,1,1
0.1875219192819404,0.48006984611007064,0.7567101465234755,0.04358159735009859,0.4424861320851684,0,0,0,1,1,1,1
0.519936608772647,0.09652537750266632,0.8030898399984209,0.8748933684467519,0.5463975787603812,0,1,1,1,1,1,1
0.18004832283830896,0.5943807956181175,0.7246731734950458,0.4256630993200087,0.6729203997208457,1,1,1,1,1,1,1
0.21471813603951517,0.6580871208239805,0.6655853975143972,0.6365390174347466,0.2229647104873791,0,0,0,0,0,0,0
0.5919078096259983,0.5472195937753507,0.6299761464095817,0.39140246994219663,0.5317431791618593,1,1,1,1,1,1,1
0.6846109092788782,0.22630920792992826,0.5000272128972373,0.4220683053178246,0.09651536150588713,1,1,1,1,1,1,1
0.8249380945695823,0.16773385089480342,0.16866534922075604,0.9994549193458004,0.14946993003238696,0,0,0,0,0,1,1
0.2733257707303124,0.845467667178056,0.8445194284460457,0.4172222433439585,0.017618839127936825,0,0,1,1,1,1,1
0.36725801109467215,0.19171432335932737,0.23172973293966193,0.8114758531088699,0.5827997286913015,0,0,0,0,0,0,0
0.7054610591516837,0.037527925596950396,0.3269137513669703,0.9515814597782116,0.17237586001364436,0,0,0,0,0,1,1
0.24974357350659937,0.2275865764662206,0.1697374691410758,0.46931907281464824,0.8371572507677199,0,0,0,0,0,0,0
0.5405870543868797,0.9816386123413785,0.2894175848623063,0.19161727574101595,0.6226784584785108,1,1,1,1,1,1,1
0.7773979923228037,0.3626233937444584,0.41605403691875675,0.8191729592527363,0.09464325883773861,0,0,0,0,1,1,1
0.08131639179214911,0.012439842639222598,0.32878703957212707,0.8620296130712961,0.8803744462664391,1,1,1,1,1,1,1
0.12093346483281897,0.622037869546923,0.1830037345769775,0.6885274300285644,0.5848727552960704,1,1,1,1,1,1,1
0.12266497257263254,0.5195115894061815,0.8011293221150806,0.5104286289078076,0.5816532465516463,1,1,1,1,1,1,1
0.49890953924909287,0.8829529231158423,0.8988379885620686,0.9032169408188929,0.7771156415288116,0,0,0,0,1,1,1
0.0005414937840144685,0.8915192153869305,0.4160148531123965,0.7943236279834502,0.6635024901132529,1,1,1,1,1,1,1
0.417171202532549,0.803979277374642,0.7875668124864798,0.7297268094768771,0.09962648824771303,0,1,1,1,1,1,1
0.976462558932419,0.6814535043697698,0.36833777345527363,0.7435655801973248,0.8986816749281126,1,1,1,1,1,1,1
0.4961997753153933,0.3690595926155308,0.16694201735144332,0.7907076699441924,0.5701354936716982,0,0,1,1,1,1,1
0.6046159574078106,0.1795365526480982,0.8434454893070685,0.9973765659719896,0.6447197280182483,1,1,1,1,1,1,1
0.9172385552913261,0.40206387323549075,0.3628784737051134,0.2725507513841584,0.13516918499537034,1,1,1,1,1,1,1
0.5635452602202731,0.8872919726204926,0.09473818914880638,0.2822007040603677,0.96986302898876,1,1,1,1,1,1,1
0.15797523532679458,0.9146554198741006,0.91796830383797,0.9682995576478602,0.41853039766340705,1,1,1,1,1,1,1
0.5307133849500509,0.46583630407067134,0.8649638641391256,0.6040414293319016,0.8276357473623298,1,1,1,1,1,0,0
0.1956884111413416,0.2510218641480787,0.43304822518206143,0.8346330806970547,0.38154387886919994,1,0,0,0,0,0,0
0.6851340848872611,0.38670623736749477,0.9841335326569345,0.457995953211352,0.2545187049605736,0,0,0,0,1,1,1
0.36758943334205596,0.4321228869865895,0.8214295485794139,0.8534064570668334,0.39439090029161483,1,1,1,1,1,1,1
0.7403298611904476,0.5570492907710729,0.6758123873117793,0.597725618611725,0.3657890166325254,0,0,1,1,1,1,1
0.42233297893414923,0.17930995468023425,0.628926106061979,0.28717769928233383,0.10240161522105518,1,1,1,1,1,1,1
0.4465871403900269,0.8929367290761528,0.2411470085883325,0.7077252380542951,0.5333805860545662,0,0,0,0,1,1,1
0.10302662271212326,0.73538856584968,0.5294609280275662,0.057311401575535936,0.16078057394942624,0,0,0,1,1,1,1
0.3825909054998097,0.5190315544047228,0.4338714875337595,0.4074022427870506,0.41449577428108775,0,0,0,1,1,1,1
0.4423076991643119,0.7066992104050872,0.30661940872540894,0.3952521175669894,0.6453067593292396,0,0,0,1,1,1,1
0.5098548801151833,0.6899631163185973,0.9865879156911201,0.9861242060521628,0.24552619219769334,1,1,1,1,1,1,1
0.658562447249673,0.1589123607111229,0.32533490445948365,0.8245052555618412,0.9960738195969067,1,1,1,1,1,1,1
0.9447624850237033,0.5497219577138406,0.1704497078836441,0.43536119327471656,0.5563692726990044,1,1,1,1,1,1,1
0.2572948852252397,0.7661768028818462,0.8129773079017898,0.01604111987443846,0.47968335757325997,0,0,0,1,1,1,1
0.09187111510445889,0.7143066734729345,0.23976487659079182,0.6095440163463798,0.41891157442756866,0,0,0,0,1,1,1
0.45530311347493624,0.6960413390673573,0.6212398376932141,0.3679208760549404,0.8759104960162777,1,1,1,1,1,1,1
0.0806694806103152,0.026814852112342358,0.7334995535860416,0.49300486510816777,0.4164088389891991,0,1,1,1,1,1,1
0.4004657902930123,0.4032272018377525,0.2813910149545912,0.13632669958601595,0.7047175167086343,1,1,1,1,1,1,1
0.5565062569138449,0.19588214266683934,0.38426947645834586,0.7608826000180723,0.23553727248943634,1,1,1,1,1,1,1
0.5120215770093629,0.9211490842337707,0.530504788120096,0.512898934479757,0.5132037469216267,1,1,1,1,1,0,0
0.607582237131252,0.4664532193797968,0.2937922951443782,0.869032137097606,0.24064774973647296,0,0,1,1,1,1,1
0.270067220849747,0.5192603520658808,0.9960127660789014,0.028578888974424066,0.5594981083071167,0,0,0,0,0,0,0
0.06369374382698256,0.5051349692204404,0.9273178414495827,0.5015369032476737,0.0373350743462334,1,1,1,1,1,1,1
0.8234294680649744,0.009024822325261916,0.5349402464419334,0.0786087673571616,0.5701830416909188,1,1,1,1,1,1,1
0.56226353520001,0.6369937810164904,0.06321173713535533,0.6354865931345033,0.7669798640404456,0,0,0,0,1,1,1
0.7835814942393298,0.1629736683048295,0.5432156713188172,0.14605330308580622,0.2574690051024111,1,1,1,1,1,1,1
0.10810859979701748,0.9044225739605402,0.40870809640912753,0.4695491973285101,0.3429223294243201,0,0,0,0,1,1,1
0.6995242923415479,0.26438288985125524,0.7560647673404454,0.5418016914043785,0.934106739584552,1,1,1,1,1,1,1
0.040180344362268805,0.2537010113614655,0.9523811656834519,0.20377180784328797,0.6042829459871508,0,0,0,0,1,1,1
0.13166183748162574,0.9073403438082623,0.5170202889451346,0.45748619390127043,0.49018136143967506,0,0,0,1,1,1,1
0.4064093965764539,0.8803423844109375,0.3421660901528296,0.1457322231093815,0.9278086853739473,1,1,1,1,1,1,0
0.3145581572115307,0.6768811213210916,0.06564142727049083,0.3850439839695772,0.20193002940253446,1,1,1,1,1,0,0
0.06969679078623137,0.47779302530290935,0.09869391610008438,0.18378722416287263,0.23411472353109886,1,1,1,1,1,1,1
0.7771772215818108,0.3453706144482518,0.9693317918466425,0.23244301994620076,0.18421238166004883,0,0,0,0,0,1,1
0.6581851158711907,0.21871144805778664,0.4704084565900153,0.07745318157810999,0.577936970485008,1,1,1,1,1,1,1
0.6124227969469731,0.8886083391029403,0.5351904943233544,0.02632786294424383,0.5614320324737021,0,0,0,1,1,1,1
0.900587323133622,0.49191264048175665,0.6837190477279642,0.7835982073333752,0.8003929310072143,1,1,1,1,1,1,1
0.6928098507401068,0.24757395808259997,0.09217030781811997,0.27112828224232466,0.49417826431098,1,1,1,1,1,1,1
0.08307204933490642,0.77488838623517,0.051881842906954745,0.14381892574037103,0.2805678596288166,1,1,1,1,1,1,1
0.9539254273299946,0.18193533722781785,0.38963080288380614,0.4840767998689569,0.07442475896730105,1,1,1,1,1,1,1
0.07412367477458892,0.32216116496178804,0.5788769636755191,0.04061219469955224,0.2803436310003301,1,1,1,1,1,1,1
0.3488676837597233,0.608892589355541,0.7180796226870663,0.8306634053088497,0.46704690603680865,1,1,1,1,1,1,1
0.5255506700566386,0.9434212286196535,0.11534517684070866,0.0579661787710678,0.30671611094317874,0,0,0,0,0,0,0
0.9870571611390667,0.7235451189375753,0.8153111744746657,0.39171960658165095,0.2272007863126484,0,0,1,1,1,1,1
0.8070923456488474,0.5161677264928227,0.6694199557849153,0.9509900898174425,0.29251161384884183,0,0,0,1,1,1,1
0.4792218122188612,0.39249648149637206,0.3006027156724006,0.8281450473525976,0.6125484780176292,0,1,1,1,1,1,1
0.926217143788506,0.7050307563900465,0.4484146030881484,0.6454239624687396,0.555980504853793,1,1,1,1,1,1,1
0.22780819559034304,0.3881621351642587,0.37021096402168263,0.874273099264907,0.9844331820624643,1,1,1,1,1,1,1
0.8715671370214597,0.698083458836799,0.2286939664371005,0.8891856341314054,0.1430205856639991,1,1,0,0,0,0,0
0.10145268065135216,0.4180462143749685,0.018794918158000384,0.9347400525443094,0.32519187370138847,0,1,1,1,1,1,1
0.5483191369328386,0.2993079579064941,0.7696910806525115,0.14899676288835095,0.8289239667438469,1,1,1,1,1,1,1
0.7007506311387487,0.9642388717127983,0.5278458690171112,0.3545478686262614,0.5509844378173344,1,1,1,1,1,1,1
0.09666560246102507,0.17656437387244361,0.2850751557626191,0.8215763944694086,0.8894676358741175,1,1,1,1,1,1,1
0.9338055972517372,0.4411628024707759,0.6563997831933427,0.7154534119521153,0.6012074326021627,1,1,0,0,0,0,0
0.21469532679349124,0.1496394733673746,0.2271420256236626,0.7417456536769569,0.2903870032496725,1,1,0,0,0,0,0
0.5140944671886253,0.5811457855448009,0.6143639100148394,0.6137628113426719,0.5302098105731123,1,1,1,1,1,1,1
0.07164916876970462,0.849780523098668,0.07709261436468928,0.4975916486129015,0.23099099918671406,1,1,1,1,1,1,1
0.04602697569329517,0.8353219746125898,0.3260739816161552,0.5404522075259686,0.7218405544639837,0,0,1,1,1,1,1
0.49633240511170607,0.838718269655529,0.051353414164189926,0.024612007927416468,0.9936234699251204,1,1,1,0,0,0,0
0.9505949016985039,0.9253566567952608,0.25071224651038215,0.7464129944462148,0.6163979758648961,1,1,1,1,1,1,1
0.003943267164628672,0.19088920006698396,0.23897825575842446,0.5684975477649046,0.08713890395325297,1,1,1,1,0,0,0
0.9077168349243798,0.6212906003716067,0.5133637881804687,0.2945628092464314,0.8195070174386002,0,0,0,0,1,1,1
0.33708396009941644,0.4671927013845415,0.0018364372975292476,0.4590048783264762,0.31713525525859754,0,0,0,0,0,0,0
0.19442935592624122,0.33637977113769313,0.8918193864980393,0.17491804576234016,0.1796654331724391,0,0,0,1,1,1,1
0.443598329140234,0.6061769290584338,0.8637799717865678,0.2897159638057911,0.30206359894026236,0,0,0,0,0,0,1
0.9001198062054564,0.4414122035347091,0.9456054002806922,0.10357861934887169,0.8037450837238136,0,0,0,0,0,0,1
0.388833982386525,0.5296895562461781,0.13416322236674927,0.9791902841412804,0.2717555002086841,0,0,0,0,0,0,0
0.6727177531581479,0.70298559639197,0.49981012719643125,0.5638648372691508,0.723341684074545,1,1,1,1,1,1,1
0.4124464836976144,0.3622208606058924,0.44795845238532594,0.5814222108598733,0.9092032241588339,1,1,1,1,1,1,1
0.03900951443678713,0.7291847334554226,0.04347814305471143,0.5350897820105305,0.41185510194061425,1,1,1,1,1,1,1
0.990620628651676,0.7847705286311644,0.8783627532516405,0.17736883214140742,0.1569976469679918,1,1,1,1,1,1,1
0.6260318073950862,0.5116829513503349,0.8629233361861093,0.9325884477009277,0.9955218096823569,1,1,1,1,1,1,1
0.5335905456623209,0.6571007058085574,0.3511973831475934,0.9362980683185478,0.5156511059808163,0,0,0,0,1,1,1
0.9613709033015931,0.9481300436679658,0.15801411131473198,0.6149880856427694,0.44326734560037506,1,1,1,1,0,0,0
0.13760880800672626,0.7840628539291429,0.2529256336561463,0.4258401739234682,0.24682614184675533,0,0,0,1,1,1,1
0.20731925965771492,0.46241806213292014,0.253664381281278,0.6980056140736314,0.8093808975879352,1,1,1,1,1,1,1
0.025688400467146266,0.43960210565413627,0.1768492783538428,0.5547269397598255,0.9174118007404697,1,1,1,1,0,0,0
0.0927613506664211,0.34367934074939666,0.41522337407962195,0.6672810810622615,0.002669906504895514,1,1,1,1,1,1,1
0.432249821004528,0.37910706321304766,0.6689353317447263,0.8283763718635525,0.4308281078716766,1,1,1,1,1,1,1
0.20942144076901803,0.3992754278648877,0.44568878176724147,0.5623655814988898,0.6673562423677228,1,1,1,1,1,1,1
0.5921787645249397,0.2692219007568213,0.6952447890505066,0.7814696269274597,0.5942821165958792,1,1,1,1,1,1,1
0.7340448040185329,0.479962331524454,0.6505279582362001,0.25765229792391353,0.564898837218684,0,0,0,0,0,0,0
0.026108693876047195,0.7162648631959052,0.3401186978988382,0.6463613419105617,0.26595279640039937,0,0,0,0,0,0,0
0.4196060365204909,0.6936936483355148,0.8969363180720554,0.9882346231564119,0.4479689064731932,1,1,1,1,1,1,1
0.21582015010540345,0.1468539709280573,0.8226134185201179,0.8073668337367076,0.5560075434020407,0,0,0,0,0,0,0
0.8527007645821053,0.23226499171195236,0.902066296953897,0.7850400992118941,0.7685178594898144,1,1,1,1,1,1,1
0.6391512489646569,0.5376388826787538,0.992150451196342,0.7611598489918575,0.08750921975987336,1,1,0,0,0,0,0
0.21279632149736571,0.15019772418291644,0.8206586824583557,0.01285911044335375,0.3121877082568001,1,1,1,1,1,1,1
0.15913200534781857,0.23985128952914403,0.9528219874863856,0.7775954524438192,0.7494699819219023,0,0,0,0,0,0,0
0.24327231241662184,0.30748374430776826,0.12356737538228013,0.5155760694993734,0.49946523151822697,0,0,0,0,0,0,0
0.6351494516290979,0.7949485848832935,0.827366919375034,0.8280293955213345,0.6963203255524538,0,0,1,1,1,1,1
0.4472457560388958,0.5015138066225024,0.34865168496947296,0.9320055951705944,0.9388356649772432,1,1,1,1,1,1,1
0.27930647606565706,0.8186229907216388,0.036058023755742186,0.6885981118533439,0.8909532355910911,0,0,0,0,0,1,1
0.14763797773903886,0.7323894619728829,0.560969969926944,0.9400764096006572,0.05139747751919865,1,1,1,0,0,0,0
0.32411839720055213,0.8278590792216282,0.42938191139794957,0.47354056522919763,0.20528702470827032,1,1,1,0,0,0,0
0.08569707731098342,0.5012997323927911,0.921488042168001,0.18610845082668503,0.8862057628787133,1,1,1,1,1,1,1
0.05246517172831766,0.48394750452428326,0.28087408267121816,0.7595774620897242,0.19422904175511257,0,0,1,1,1,1,1
0.23208434755450957,0.5067077476599219,0.40774163677281916,0.3863303245272829,0.14013784308531485,0,0,0,0,1,1,1
0.6791825497580574,0.38331526047837716,0.24387374328261613,0.2662695576622147,0.5840350310745528,1,1,1,1,1,1,1
0.7960377497386578,0.25363104634452205,0.5202261962674803,0.29888647517087774,0.7352897486208636,1,1,1,1,0,0,0
0.4636286658462673,0.9724337560331845,0.7826897981895258,0.25356622395263173,0.8221631555930307,0,0,0,0,0,0,0
0.06362451054313156,0.6336870678105914,0.16409672168628842,0.9818589646999032,0.2742243124448084,0,0,0,0,0,0,0
0.6471598732489057,0.19545633950280705,0.6442020545909043,0.6558611922064888,0.6683078033008868,1,1,1,1,1,1,1
0.9471278250915441,0.9401327105349362,0.2579227144147047,0.7074194485546536,0.8885878937291114,1,1,1,1,1,1,1
0.9782301496678029,0.3880893122073191,0.17147119608743022,0.784989504786969,0.7187429303863132,0,0,0,0,0,0,0
0.48712835020749634,0.5899150575062062,0.3735004282982207,0.896269691825307,0.6027974453318987,0,0,0,0,1,1,1
0.8072310561589703,0.7443668765128343,0.4396198638019272,0.768928986171112,0.3203630808939171,1,1,1,1,1,1,1
