feature_0,feature_1,feature_2,feature_3,feature_4,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.9590179590089557,0.6903309360554822,0.1808734879545283,0.10601399477667561,0.9107993838650951,0,0,0,0,0,0,1
0.10244500642828214,0.465843156306725,0.3177252386486292,0.9285297217267616,0.3756537801182569,0,0,0,0,0,0,0
0.21378971000071467,0.402243693615254,0.5992695521552537,0.065018869387234,0.17304422031192523,1,1,1,1,1,1,1
0.058876874063880424,0.9589392285041792,0.04502633833953229,0.6700361837270912,0.2528166170705113,0,0,0,1,1,1,1
0.4753857162206804,0.7922682939432889,0.4937934745482776,0.9941354347615261,0.26086952225550175,0,0,0,0,0,0,0
0.815482203923498,0.20947853740354527,0.6736897419839115,0.08091498165018096,0.13946693119843634,1,1,1,1,1,1,0
0.3523005107672085,0.6189018318089456,0.9300194904391793,0.9675612677122707,0.6545647043329027,0,0,1,1,1,1,1
0.21851748988780317,0.18221423195947373,0.9868128260477682,0.015367229884474476,0.4339994788265631,1,1,1,1,1,0,0
0.6823102219683972,0.9154571475006048,0.25081528717381796,0.9357788284125446,0.11722709296542744,0,0,0,0,0,0,0
0.8699376256224758,0.7055273906719296,0.3150370070105437,0.9273735924419321,0.7282990286180929,0,0,1,1,1,1,1
0.3439741804614528,0.4370572227996986,0.5239529712653059,0.13702432309289003,0.35941601355787733,1,1,1,1,1,0,0
0.5647640438755602,0.9317302666017065,0.2391446941238119,0.09204468110178665,0.8153448489371713,0,0,0,0,0,0,0
0.4752794608747837,0.2193403922579935,0.7537995484222735,0.5055008379535112,0.02218920141045211,1,1,1,1,1,0,0
0.47370364552314026,0.22500909941950686,0.5933568834483166,0.5619928205593555,0.09337824147459883,1,1,1,1,1,1,1
0.8422644803425738,0.30994882038826876,0.6039186303208133,0.6805489393748009,0.5107946564348368,0,0,0,0,0,1,1
0.8984599903212119,0.5423208433057983,0.021178825042574956,0.23304081246106478,0.5594425978284887,1,1,1,1,1,0,0
0.40199999235142714,0.27130838163575743,0.03979256054130509,0.20017680413027905,0.6167030226522926,1,1,1,1,1,1,1
0.8343860993053946,0.08013463391919062,0.5428602490354496,0.8860518343867223,0.4009549817485428,1,1,0,0,0,0,0
0.6535486924005813,0.8490102837753147,0.23683505948610706,0.4703017215918067,0.3030526972081179,1,1,1,1,1,1,1
0.7654106303140011,0.8319331310700048,0.5482245431439285,0.1463385605893106,0.6932970928804898,0,0,0,0,0,1,1
0.7669581852880619,0.9332825527977504,0.11910724061865519,0.06341876245971179,0.7308932707362112,0,0,0,0,1,1,1
0.2594316779521918,0.396962142909868,0.5549451125704971,0.0707678045664012,0.7157825300994797,0,0,0,1,1,1,1
0.8781617760543242,0.6507021684314689,0.6116000255607232,0.5164630029141932,0.1857274919246934,0,0,0,0,0,0,1
0.30348543717528775,0.543847536214236,0.8273758627304627,0.4356822093366691,0.8386737770941838,1,1,1,1,1,1,1
0.8964659152800661,0.9841932745310618,0.5777607341534609,0.8724366693143533,0.7746614140180784,1,1,1,1,1,1,1
0.7846354615321303,0.6553062639998399,0.8371068369464009,0.05293196583031845,0.694035432822888,0,0,0,0,0,1,1
0.5148951840550516,0.09024587308161403,0.749354425947853,0.395003320682759,0.26170294723189325,1,1,1,1,1,1,1
0.27661065924345263,0.8391818105717671,0.7064153763662956,0.10393826214404989,0.19918381896911808,1,1,1,1,1,1,0
0.9259053980266216,0.823921849642388,0.22867909674558118,0.9383018039264411,0.0789408649305412,0,0,0,0,0,0,0
0.8087885286227268,0.06793976611351737,0.8485573772898809,0.9955258017006072,0.6792354590069956,1,1,1,1,1,1,1
0.43527712343433134,0.771475632467157,0.10264209745358377,0.3928424874912748,0.6307643844537525,1,1,1,1,1,1,1
0.6132211523085518,0.546875326427737,0.5827354363580837,0.1027653857342411,0.16084802941856902,1,1,1,1,1,1,1
