feature_0,feature_1,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.9605412406676671,0.6090543403562996,0,0,0,0,0,0,0
0.7139354265549088,0.2487440460436261,1,1,1,1,1,1,1
0.4900116573770473,0.9073159988362597,0,0,1,1,1,1,1
0.4583755544159944,0.4900746731865029,1,1,1,1,1,1,1
0.317798448573792,0.8350883443601809,1,1,1,1,1,1,1
0.6971290172844038,0.6762468124961771,1,1,1,1,1,1,1
0.6745662859842204,0.06828832968803378,1,1,1,1,1,1,1
0.7374103197090127,0.8184823071063716,1,1,1,1,1,1,1
0.9159014040721838,0.07740252624558597,0,0,0,0,0,0,0
0.5091142380564883,0.14495397876793947,1,1,1,1,1,1,1
0.22988639367359187,0.09252715645626297,0,0,0,0,0,1,1
0.5373268699952662,0.893142367568997,0,0,0,0,1,1,1
0.1529105909101527,0.5022699511109766,0,0,1,1,1,1,1
0.6221919756798695,0.9496455607188106,0,0,0,0,0,0,0
0.62190222833302,0.6059337567241582,1,1,1,1,1,1,1
0.15311094689249272,0.3859614183707448,0,0,1,1,1,1,1
0.4353671976735046,0.4394521770957647,1,1,1,1,1,1,1
0.5109834287417239,0.36575534695850964,1,1,1,1,1,1,1
0.7050073053658681,0.7916586416846534,1,1,1,1,1,1,1
0.22530343458255386,0.2279827470267538,0,0,0,0,0,0,1
0.9787403205450012,0.027142572525813313,1,0,0,0,0,0,0
0.5320758503759231,0.06430586636883817,1,1,1,1,1,1,1
0.10708061498287669,0.5992984060420444,1,1,1,1,1,1,1
0.19608605773676346,0.6354657906463743,0,0,0,0,0,0,0
0.5991121265182203,0.9639181221293621,0,0,0,0,0,0,0
0.7522156500547026,0.782803520493749,1,1,1,1,1,1,1
0.09297384881886162,0.5459579623755659,1,1,1,1,1,1,1
0.37211249714672423,0.40652240204934575,1,1,1,1,1,1,1
0.95238402789937,0.11529864648427401,1,1,1,0,0,0,0
0.6491308211214594,0.8624185622075078,0,0,1,1,1,1,1
0.11174487061251392,0.7076613717426454,1,1,1,1,1,0,0
0.2199401792580964,0.3179628822332481,0,0,1,1,1,1,1
0.8397296056736869,0.041544934861225236,0,0,0,0,0,0,0
0.7968846118273244,0.823039187454428,1,1,1,1,1,1,1
0.3515033673190123,0.6221474845155832,0,0,0,0,1,1,1
0.5076683876074499,0.25776565134474927,1,1,1,1,1,1,1
0.78297778028809,0.018114593353825592,0,0,0,0,0,1,1
0.5378787402169956,0.9609157565121235,0,0,0,0,1,1,1
0.593427668837518,0.3200243639716901,1,1,1,1,1,1,1
0.20233900780010572,0.9645509517774385,1,1,1,1,1,1,1
0.5718657171677355,0.009270899368257535,1,1,1,1,1,1,1
0.17565674869265624,0.3790160932351211,1,1,1,1,1,1,1
0.44953680383379946,0.36038713763746777,1,1,1,1,1,1,1
0.9223765159310043,0.31167982805323025,1,1,1,1,0,0,0
0.8196730188408776,0.8827420793096611,1,1,1,1,1,1,1
0.4213540446854318,0.0062501380290207464,0,0,1,1,1,1,1
0.33725664813664624,0.9298632494380191,1,1,1,1,1,1,1
0.8443847247111624,0.5596499099752694,0,0,0,0,0,0,0
0.6594161926678805,0.8608941066962833,1,1,1,1,1,1,1
0.3627778712979184,0.32236628549703994,1,1,1,1,1,1,1
0.6342610562770843,0.5831763522246803,1,1,1,1,1,1,1
0.08358010519218384,0.42307141437038165,0,0,1,1,1,1,1
0.12435286620979902,0.48923555771884375,0,0,1,1,1,1,1
0.5422001891537314,0.3633298304207968,1,1,1,1,1,1,1
0.49029556899032434,0.6966870574235275,0,0,0,1,1,1,1
0.147056263521668,0.3100213701005522,0,0,0,0,0,0,0
0.47252985007285764,0.6476788844135933,0,0,0,1,1,1,1
0.737261203330351,0.29900509264360176,0,0,0,1,1,1,1
0.4661679146103427,0.26100386444319756,1,1,1,1,1,1,0
0.1240795148076197,0.22891434345358408,0,0,0,0,0,0,0
0.9666512539844161,0.8191176859364058,1,1,1,1,1,1,1
0.6254699878473694,0.27199879026841955,1,1,1,1,1,1,1
0.7856493012668221,0.9680586664663131,1,1,1,1,0,0,0
0.1419183505843652,0.08893965294296247,0,0,0,0,0,1,1
0.16300668691227604,0.896278423225896,1,1,1,1,1,1,1
0.2619722707440948,0.5440312146102751,0,0,1,1,1,1,1
0.9718412182865079,0.9377928280540023,1,1,1,1,1,1,1
0.5552466079832157,0.5036531809074356,1,1,1,1,1,1,1
0.3392349288903488,0.022270143261568842,0,0,0,0,1,1,1
0.48538741854130574,0.25217966368429834,1,1,1,1,1,1,0
0.006163782715228772,0.048748044005548,1,1,1,1,1,1,1
0.9044928722369052,0.14855928454661693,1,0,0,0,0,0,0
0.1941397655755418,0.5091761101346477,0,0,1,1,1,1,1
0.6050785601246461,0.14763528566424444,1,1,1,1,1,1,1
0.34858786434774114,0.985104782213899,1,1,1,1,1,1,1
0.7887197698483133,0.20907623128820152,0,0,0,1,1,1,1
0.9613704461207281,0.032691350080174875,0,0,0,0,0,0,0
0.3466021265854068,0.9943461461786252,1,1,1,1,1,1,1
0.559040972144521,0.5746016422195234,1,1,1,1,1,1,1
0.9077049013651877,0.728651339392485,1,1,1,1,1,1,1
0.5544093744616243,0.8750734467721957,0,0,0,0,1,1,1
0.06532893410547658,0.7555921864484467,1,1,1,1,1,0,0
0.4732846664841228,0.14175549839524648,1,1,1,1,1,1,1
0.49726285813888815,0.846709143425763,0,0,0,1,1,1,1
0.7158996070371881,0.43740614995131344,0,0,0,0,0,1,1
0.7338410605596065,0.24594960850802283,1,1,1,1,1,1,1
0.11402703547201631,0.05714762665259099,0,0,0,0,1,1,1
0.2060803634277556,0.949937640537921,1,1,1,1,1,1,1
0.7459998616267551,0.8265252561967901,1,1,1,1,1,1,1
0.7695501954888216,0.18299352890656473,0,0,0,1,1,1,1
0.616347258220658,0.7411882657689043,1,1,1,1,1,1,1
0.5853740923512499,0.33969901753972553,1,1,1,1,1,1,1
0.5199941308384824,0.805399813920672,0,0,0,1,1,1,1
0.31670587014730056,0.5694761358432897,0,0,1,1,1,1,1
0.6139650495227881,0.17320936414276278,1,1,1,1,1,1,1
0.2335797004355452,0.81021886631682,1,1,1,1,1,1,1
0.7569048873926931,0.14168715429494216,0,0,0,1,1,1,1
0.5870969722174146,0.3576457051308872,0,0,0,1,1,1,1
0.18537751065899388,0.7368566110284961,1,1,1,1,1,0,0
0.8865696040418493,0.4851712068874411,1,1,0,0,0,0,0
0.3916512860766981,0.20570871939720892,1,1,1,1,1,0,0
0.8729947635387518,0.41841657887729344,1,1,1,0,0,0,0
0.3580182445716371,0.14984267425183273,0,0,0,0,0,0,0
0.6888043512932661,0.5695569394444986,1,1,1,1,1,1,1
0.4760811217347042,0.5035665724337541,1,1,1,1,1,1,1
0.8968625364424018,0.3933168873082593,1,1,1,1,0,0,0
0.9623428977242193,0.6598214253802005,0,0,0,0,0,0,0
0.20821622671772555,0.7674385576226538,1,1,1,1,1,1,1
0.4665510382642232,0.3880712303956598,1,1,1,1,1,1,1
0.4402730057293731,0.4609556765800127,1,1,1,1,1,1,1
0.9329505842696193,0.46058041817158246,1,1,1,0,0,0,0
0.25975116108501395,0.8860102241227857,1,1,1,1,1,1,1
0.7849336389635404,0.5941957030937728,0,0,1,1,1,1,1
0.4616413473802853,0.6952003415474494,0,0,0,1,1,1,1
0.8992566016348109,0.20971889923051812,1,1,1,0,0,0,0
0.7740074747378166,0.6106335807962283,0,1,1,1,1,1,1
0.5553872650210347,0.8609875255825011,0,0,0,0,1,1,1
0.9965767454308354,0.6103806890115954,0,0,0,0,0,0,0
0.024292356197748388,0.6430316177180571,1,1,1,1,1,1,1
0.610664080928001,0.15359174834923706,1,1,1,1,1,1,1
0.8024438166578082,0.38997856945462184,0,0,0,0,0,0,0
0.050736688776663486,0.23445774695407073,0,0,0,0,0,0,0
0.19098639314335963,0.8398767227368893,1,1,1,1,1,1,1
0.5997325372424815,0.4092711838552482,0,0,0,0,0,1,1
0.30639572458489517,0.33520872744349506,1,1,1,1,1,1,1
0.09400030509786084,0.026431407512677252,0,0,1,1,1,1,1
0.7646900820785009,0.7394507313795692,1,1,1,1,1,1,1
0.40955434712184136,0.011004671152037737,0,0,1,1,1,1,1
0.71293246008288,0.9253351543438941,1,1,1,0,0,0,0
0.9116876526637131,0.11600276069180648,0,0,0,0,0,0,0
0.3275518080726091,0.26288028003769137,1,1,1,1,1,1,1
0.678909766239651,0.49827795099714933,0,0,0,0,1,1,1
0.6443476589680368,0.9107183267073218,0,0,0,0,0,0,0
0.5443150572967015,0.20832757246976097,1,1,1,1,1,1,1
0.7045164527305315,0.38751700819197843,0,0,0,0,0,1,1
0.7098631277549893,0.18172162938679814,1,1,1,1,1,1,1
0.4555176402672614,0.19959245778950785,1,1,1,1,1,1,0
0.5504283471814196,0.9543261102382191,0,0,0,0,1,1,1
0.16308090827650146,0.3146005570250593,0,0,0,0,0,0,0
0.2580669260011629,0.4194135980159892,1,1,1,1,1,1,1
0.5591855156675375,0.6043699375013462,1,1,1,1,1,1,1
0.684336763468807,0.3367857925638079,0,0,0,0,1,1,1
0.6413691929007571,0.4352596686345823,0,0,0,0,0,1,1
0.027192189424749102,0.6926083081430614,1,1,1,1,1,1,1
0.6953831998170282,0.3149359954854958,0,0,0,1,1,1,1
0.8146116285947311,0.2576576222650101,1,1,1,0,0,0,0
0.571816334479633,0.40966317004057906,0,0,0,0,0,1,1
0.5841354647555678,0.6193790579146784,1,1,1,1,1,1,1
0.11822242783742087,0.04116269155081265,0,0,0,1,1,1,1
0.7240249829945569,0.21185557227576357,1,1,1,1,1,1,1
0.053013779173803344,0.8580857142424242,1,1,1,1,1,1,1
0.19193539620186817,0.8691775544507626,1,1,1,1,1,1,1
0.20652901848907979,0.07546390140296588,0,0,0,0,0,1,1
0.02233949469564145,0.8300405062474638,1,1,1,1,1,1,0
0.7379383488377966,0.9039836478146802,1,1,1,1,1,0,0
0.6865044633098147,0.2379494322274165,1,1,1,1,1,1,1
0.08744018662756214,0.7862597604665579,1,1,1,1,1,0,0
0.1517240947957723,0.8883924805884307,1,1,1,1,1,1,1
0.5666523638746802,0.2942473224817135,1,1,1,1,1,1,1
0.7543237652565242,0.7755353407190481,1,1,1,1,1,1,1
0.8831704320568526,0.1315378682607059,0,0,0,0,0,0,0
0.6208111322113757,0.4171940762757549,0,0,0,0,0,1,1
0.716826041450404,0.4576062816870271,0,0,0,0,0,1,1
0.8821299695256426,0.9255187550103746,1,1,1,1,1,1,1
0.041546208147482444,0.1587307258703139,0,0,0,0,0,0,1
0.6190218136373399,0.26064302187716604,1,1,1,1,1,1,1
0.6258977887517021,0.43795829730299896,0,0,0,0,0,1,1
0.42075512539390236,0.02401024176254507,0,0,1,1,1,1,1
0.9808477137754997,0.012153458592997768,0,0,0,0,0,0,0
0.2740544285449874,0.18042043834284338,0,0,0,0,0,0,1
0.5192214344562848,0.0003954640561112388,1,1,1,1,1,1,1
0.21549668787282383,0.43901204950231576,1,1,1,1,1,1,1
0.9477943615076375,0.6737755706802425,0,0,0,0,0,1,1
0.1172751141923718,0.8218221537042559,1,1,1,1,1,1,0
0.7500068596479991,0.599972361587819,1,1,1,1,1,1,1
0.7004390339779524,0.8590516656111549,1,1,1,1,1,1,1
0.6071704665821417,0.4729460863359991,0,0,0,0,0,1,1
0.03335014181230478,0.9284842950643032,1,1,1,1,1,1,1
0.3200897256668399,0.022190833097969986,0,0,0,0,1,1,1
0.06318092829145783,0.38996425202935714,0,0,0,1,1,1,1
0.9583078677373126,0.26898483848882404,1,1,1,1,0,0,0
0.13832921504062212,0.5255547558850231,0,0,1,1,1,1,1
0.13779151594668726,0.5823153324471253,1,1,1,1,1,1,1
0.25202497385084155,0.5961569779210737,0,0,0,0,1,1,1
0.4859292628130666,0.5701602509508564,1,1,1,1,1,1,1
0.5550478189590234,0.9379020997597256,0,0,0,0,1,1,1
0.22718046218018273,0.6856349705992411,0,0,0,0,0,0,0
0.3591668477751544,0.17568214282118388,0,0,0,0,0,0,0
0.3282237865600188,0.15118491870345707,0,0,0,0,0,0,0
0.21443992796393962,0.5379481873260032,0,0,1,1,1,1,1
0.16771320770191211,0.9710065880137418,1,1,1,1,1,1,1
0.8828754519269326,0.365502139023564,1,1,1,1,0,0,0
0.18957874143329811,0.3072254718840296,0,0,0,0,0,0,0
0.7449984170833651,0.23310451041677038,1,1,1,1,1,1,1
0.7090356049837344,0.19785887180320172,1,1,1,1,1,1,1
0.7977125355778382,0.0351875814834256,0,0,0,0,0,0,1
0.5764285443729302,0.25267062612398095,1,1,1,1,1,1,1
0.07440584924195248,0.8486667210213374,1,1,1,1,1,1,1
0.13353531272102603,0.7111818591909294,1,1,1,1,1,0,0
0.1023728796657496,0.656191085022022,1,1,1,1,1,1,0
0.9177367289024145,0.06514882180701653,0,0,0,0,0,0,0
0.20171226844115808,0.7720417450219023,1,1,1,1,1,1,1
0.536116818942629,0.991765912051091,0,0,0,0,1,1,1
0.36373342137233644,0.43910346004859835,1,1,1,1,1,1,1
0.5009030382170596,0.13269418047625925,1,1,1,1,1,1,1
0.32822337256848744,0.5203110283796534,1,1,1,1,1,1,1
0.35035713206085384,0.9256948089266251,1,1,1,1,1,1,1
0.25052248189296966,0.5112686469360543,1,1,1,1,1,1,1
0.820534435255874,0.7372389714886823,1,1,1,1,1,1,1
0.3708021155633966,0.6116111910532275,0,0,0,0,1,1,1
0.7204457696121883,0.3459488746459044,0,0,0,0,1,1,1
0.11928664887969753,0.4795416194372487,0,0,1,1,1,1,1
0.5179749343261854,0.3317063776824616,1,1,1,1,1,1,1
0.9489240094112977,0.8053529588085057,1,1,1,1,1,1,1
0.8420263823049914,0.6653688148241248,0,0,1,1,1,1,1
0.5011064923861027,0.14881258173297052,1,1,1,1,1,1,1
0.28984205487943826,0.3671901919566847,1,1,1,1,1,1,1
0.023833338864986064,0.2709384852320539,0,0,0,0,0,0,0
0.9291066278275018,0.5308682944947674,1,1,0,0,0,0,0
0.054605704977103375,0.9452860328003909,1,1,1,1,1,1,1
0.7196935487691898,0.17491550451015603,0,1,1,1,1,1,1
0.09932503855283492,0.8953278063766521,1,1,1,1,1,1,1
0.7834390636214913,0.27349844098875986,1,1,1,1,1,1,1
0.13274453554044474,0.30018411332632133,0,0,0,0,0,0,0
0.16175964238048202,0.6603878619814652,1,1,1,1,0,0,0
0.8102690458349737,0.7119592897832059,1,1,1,1,1,1,1
0.13497841925359155,0.05675789985181401,0,0,0,0,1,1,1
0.47728913369816284,0.05864026548811874,1,1,1,1,1,1,1
0.5723695244186101,0.07428810669230168,1,1,1,1,1,1,1
0.7479667311007225,0.6381317990362328,1,1,1,1,1,1,1
0.2500460792711189,0.09217461422665552,0,0,0,0,0,1,1
0.16237269195788495,0.573818502477275,0,0,1,1,1,1,1
0.1428661464860176,0.30260529724067686,0,0,0,0,0,0,0
0.11002379936327211,0.5555475163532463,1,1,1,1,1,1,1
0.7228292204961358,0.5441669826136237,0,0,0,1,1,1,1
0.7352329807840652,0.782148813453277,1,1,1,1,1,1,1
