feature_0,feature_1,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.12324864040646677,0.42532185620630414,1,1,1,1,1,1,1
0.8754432273703614,0.1900509350188181,0,0,0,0,0,0,1
0.838946768839148,0.3204329868633493,0,0,0,0,0,1,1
0.04051368099532282,0.6438485386670737,1,1,1,1,1,1,1
0.3083985264962448,0.29366849844930454,1,1,1,1,1,1,1
0.21533493187467567,0.6831462104712415,1,1,1,1,1,1,0
0.36237255261958845,0.6120339403221845,1,1,1,1,1,1,0
0.6794133694413371,0.019369941561070303,0,0,0,0,0,0,0
0.5732243020388065,0.10415316332055113,1,1,1,0,0,0,0
0.7630630020949314,0.3660802691374301,0,0,1,1,1,1,1
0.3675262258325849,0.867137120135357,1,1,1,0,0,0,0
0.5753361659320008,0.9573341797373289,1,1,1,0,0,0,0
0.4253703461444891,0.7569650527461225,1,1,1,0,0,0,0
0.9547509180673958,0.8139426156035388,0,0,0,0,0,0,0
0.04527837261769585,0.47093047853172987,1,1,1,1,1,1,1
0.9751597861528281,0.47609664563201315,0,0,0,0,0,0,0
0.7795551732467242,0.10755697022085786,0,0,0,0,0,0,0
0.5217242861376589,0.529093336101582,1,1,1,1,1,1,1
0.05142045025939157,0.1453077568696508,1,1,1,0,0,0,0
0.5213191845576669,0.19990620667219972,1,1,1,1,1,0,0
0.5840213336152702,0.7922558392451946,1,1,0,0,0,0,0
0.07606856166551834,0.04899929928945812,1,1,1,1,0,0,0
0.3607892324886388,0.8713380861206641,1,1,1,0,0,0,0
0.7468624459469473,0.7445097715549611,0,0,0,0,0,0,0
0.7713575839739966,0.1647821476633301,0,0,0,0,0,0,0
0.5737120854571474,0.8160928890712291,1,1,0,0,0,0,0
0.1152413656680461,0.4754684923013752,1,1,1,1,1,1,1
0.7244493239929021,0.4743975028388958,0,0,0,0,0,1,1
0.5601488816984298,0.4535706314129686,1,1,1,1,1,1,1
0.35908443582185556,0.04355253196003783,1,1,1,0,0,0,0
0.951094892837719,0.5393028212854502,0,0,0,0,0,0,0
0.7384761360573551,0.12874431650770712,0,0,0,0,0,0,0
0.12272896898214436,0.22573782229440809,1,1,1,1,0,0,0
0.6478863636185882,0.42667947101883563,1,1,1,1,1,1,1
0.6566210801949237,0.3997885620508689,1,1,1,1,1,1,1
0.39308848923446593,0.9524606704337343,1,1,1,0,0,0,0
0.062154653177919905,0.5002293375756544,1,1,1,1,1,1,1
0.7432109087923604,0.3837591053087148,0,0,1,1,1,1,1
0.45561121273321104,0.28666312255728665,1,1,1,1,1,1,1
0.30493376337093236,0.058675368404931816,1,1,1,1,0,0,0
0.4744783644069721,0.5471541879059824,1,1,1,1,1,1,1
0.5969804265464043,0.7252888843952987,1,1,0,0,0,0,0
