feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.8930638170205414,0.8050603548294807,0.03769315786563965,0.21076159986109322,0.8541765572136586,0.6208189385857734,0.7543413815206546,0.5633997049487594,0.06845865073756208,0.7979761191533038,0,0,0,0,0,0,0
0.2826370316089004,0.7917399819876035,0.5387729370301665,0.7530660800859948,0.36633807981421007,0.014314240409477152,0.4327374695783528,0.09871699514148413,0.2506876922411144,0.9980787857677876,0,0,0,1,1,1,1
0.7322254532112064,0.7208789455386571,0.4354979739028584,0.9344762097422243,0.6439383943263571,0.8899408824555429,0.3998311978333894,0.4870862897488495,0.44329814258511524,0.8040283094280876,1,1,1,1,1,1,1
0.5689559944311188,0.7830614908385956,0.06321646393440894,0.03860064900860216,0.5836837969738896,0.210391934231411,0.4259354687666441,0.8248981035433741,0.08271155123647189,0.34058652840738546,1,1,1,1,0,0,0
0.7681218740130664,0.9179335263915777,0.2966391755241561,0.6213205394726798,0.9279458387902947,0.3197785523038531,0.2339014645471904,0.5257319111772402,0.39329862903191604,0.49669154292951334,0,0,1,1,1,1,1
0.2296167330611525,0.9377400414639991,0.5388552525755208,0.0572561610376241,0.392263084509187,0.5021098551973483,0.654184524211335,0.11154499838885423,0.6939480593598413,0.571100232552748,0,0,0,0,0,1,1
0.6117205735353315,0.1713548486954668,0.5815463401573646,0.8387968098185171,0.27806109162976966,0.26957014371891486,0.28518447509546974,0.5281709902812797,0.5137860069594452,0.3263461863653293,0,0,0,0,0,0,0
0.22869067722325198,0.09676286872306439,0.12523128864750344,0.4785422872888758,0.4873005901104065,0.8026367391896997,0.6554927494165713,0.680123184257837,0.4980772543025306,0.6568758746084902,0,0,0,0,0,1,1
0.08180145197973454,0.4151838979721869,0.9385218589653386,0.2050947170611246,0.4090513121061965,0.9482476395469652,0.38940740786170647,0.6400937768638609,0.16110984877318169,0.2789986221011772,1,1,1,1,1,1,1
0.7577641597056461,0.9827504973619203,0.05710321268816643,0.059909713984178325,0.9072791258148837,0.46611367873249365,0.1369864716941228,0.5698281982813719,0.5981067606332591,0.414851401134647,1,1,1,1,1,0,0
0.09740552799260993,0.8009828413095746,0.6013326949716288,0.8605533022904025,0.6835277877592689,0.6415688761479655,0.25539770860475763,0.8030097453233801,0.04559263599375063,0.46894628161509344,0,0,0,0,0,0,0
0.15436904205878366,0.8972308554571902,0.22789273627002382,0.6489712222028896,0.6152383265039029,0.5453689455748908,0.7403060717234476,0.7474834035987562,0.1541485868627397,0.3086355220250805,0,0,0,0,0,0,0
0.8711596581240689,0.8760057111683152,0.22127413200774648,0.13849856690130535,0.6626770033833728,0.6542235945498859,0.45821171698377816,0.3733427464775182,0.13607834245936057,0.6658230737147366,0,0,0,0,0,0,0
0.9972475947467935,0.09820332988873848,0.4034484288018705,0.42765639496689345,0.42707372874407135,0.6246299534488262,0.20752830183236737,0.4683488464731781,0.14540659065458883,0.340634161598917,1,1,0,0,0,0,0
0.7332318709591983,0.994747961121818,0.20132192091470635,0.6097773236499189,0.6678478639116373,0.7654080201571181,0.013701524554787237,0.8190097575888261,0.00514765541688178,0.48380918095955405,1,1,1,1,1,1,1
0.7018300165587544,0.17158487510956189,0.18121957507448305,0.49562477064732047,0.8582218863635216,0.6779940636942031,0.08322128524749739,0.9396167027157238,0.5228090533798638,0.9940731169590132,1,1,1,1,0,0,0
0.15561702794326415,0.6609549391901173,0.07608813770768652,0.8911030018447004,0.43003649851028725,0.6174748604556862,0.5335063500016481,0.810921227364395,0.2964300291283992,0.6625022996889911,0,0,0,0,1,1,1
0.5652569584981947,0.4691906294482804,0.9320604490962688,0.5069346536086616,0.9306209975982213,0.6508562700805648,0.4214882432072906,0.11814247179387871,0.30882331506637917,0.690888860426713,1,1,0,0,0,0,0
0.901168359384304,0.6809784922216714,0.9270072880702385,0.7152361239499548,0.8399506596358857,0.503571683662631,0.7514362829955894,0.01923024410348162,0.9796256485794572,0.7228169709214162,0,0,0,0,0,0,0
0.6301062638603079,0.47783685189701053,0.8515106428862058,0.3229194034116635,0.4954924869254832,0.4144806305597094,0.22317446552194287,0.37728129624777496,0.11528836711116919,0.6047763929557121,1,1,1,1,0,0,0
0.3549476537555427,0.5856835772755824,0.2577816077009307,0.7179394503489342,0.6437168930415667,0.5569613037400132,0.7933411606989025,0.3482408962191432,0.31238337918606807,0.6335894327953958,0,0,0,0,1,1,1
0.47228365445067955,0.5903413360056601,0.7533137468357778,0.14126874353636187,0.14228745503867846,0.8829574608608155,0.3694822244509214,0.15134418621221835,0.37232510685991205,0.2664568137555672,1,1,1,0,0,0,0
