feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.170126877305254,0.7590211536168784,0.7473280723725754,0.9724095896080589,0.6847577032003734,0.9535476282750833,0.9779934068477092,0.14791947153772755,0.17751446734322596,0.04899921260595819,1,1,1,1,1,1,1
0.2656313695312974,0.6499266342262945,0.22362456767663486,0.7547181436023194,0.45415321419202914,0.3968003484385697,0.16039023018289889,0.8187566221933514,0.8892305294996434,0.3141235241273129,1,1,1,1,1,1,1
0.6392325408634024,0.03156550385371615,0.44025253905095074,0.5309601955563193,0.4818609203004476,0.2930584044959904,0.564619499904042,0.7955749386225656,0.8439880132999833,0.9047190047151888,1,1,1,1,1,1,0
0.11745628666790087,0.9615478028082656,0.7159416875340509,0.3487275104601477,0.11090978430431908,0.9888516378654861,0.39345228383774433,0.8478609329391066,0.8975991191142058,0.36993539637442185,1,1,0,0,0,0,0
0.4712435616731925,0.1986570446309981,0.2789260173460074,0.5831066781106827,0.6713132829450471,0.23238759270175302,0.61344523586851,0.42658032776143817,0.3440892205555276,0.3297851350679132,0,0,0,0,1,1,1
0.22437155097011263,0.8272904349461393,0.42403137054548456,0.2838096703750068,0.21040486601900954,0.49058051409520864,0.30428764783503204,0.09657290693530463,0.9903399650051876,0.7801460825144207,0,0,0,0,0,0,0
0.7591056183489141,0.5335469452680931,0.334895980781177,0.24478568455709826,0.5358580945771052,0.142563172399351,0.07593753225171951,0.5613998869887882,0.20969390096740304,0.9927809984483527,1,1,1,1,1,1,1
0.8024799828242333,0.03559160903885106,0.71211631513649,0.5588647635969883,0.39201242988318585,0.045860133512445445,0.7822798315410622,0.2705551783022351,0.3607446545654355,0.8861600319792041,1,1,1,1,1,0,0
0.19066380549941409,0.20300616332720078,0.7849708152456203,0.6515582276772323,0.19833462770976507,0.44453674281633204,0.7167359061211741,0.34231151080912847,0.1973129153195844,0.38840406226991475,1,1,1,1,1,1,1
0.5302236912247695,0.8370648389295406,0.4534948516149797,0.2904264321192489,0.33116016522601677,0.7906447698815414,0.16383442947562954,0.8558712801984989,0.9093064371571855,0.1754265208725868,1,1,1,1,1,0,0
0.6108562513748256,0.8700285746708973,0.6161247452753981,0.3741458331204014,0.6104409941202642,0.2663244011963857,0.3432652532536945,0.17246657046956304,0.885306740920569,0.5449573915341841,0,0,0,0,1,1,1
0.8311361591398252,0.7019043289799873,0.16764282648770257,0.6832864000081788,0.3589272791903557,0.5319513099779648,0.7434449003630643,0.15301744413624474,0.8116349409486034,0.544977448826156,0,0,0,0,1,1,1
0.9063038016576517,0.005534867951731193,0.44768248174945335,0.10759860137104527,0.8647105719591884,0.975346326109787,0.01503503285970842,0.4038988946262182,0.2581450576384382,0.25418266031377557,0,0,0,0,0,0,1
0.4668218517128737,0.5326860280309532,0.03511162100436349,0.5504251403526819,0.05401965713523116,0.007073176797245506,0.8449563335746787,0.14229349525238688,0.16664155601909403,0.12974760886925796,1,1,1,1,1,1,1
0.9952287523726531,0.6307444390066569,0.3753168714273035,0.46791027203552304,0.306774495170969,0.6717154271645568,0.5501675233111577,0.6249751517517129,0.44564571866858593,0.2537390818613685,1,1,1,1,1,1,1
0.804021306422435,0.19735884939554804,0.04736230930546592,0.030667836371395474,0.6171703538549839,0.9962560549750418,0.615356798549752,0.1025561669614018,0.6077153337583907,0.7538379653647946,0,0,0,0,0,0,0
0.32491393025170334,0.945909096308108,0.6121355635232789,0.8311683585933174,0.13347714128315824,0.3197100687631126,0.7528273372268895,0.38050231511002375,0.04812995572024659,0.6879841098565382,0,0,1,1,1,1,1
0.5708518436792265,0.3477888587511653,0.6894942171800483,0.7085991724770868,0.06898516354264228,0.1272652827586046,0.5123935843933174,0.16773620498940423,0.5516079415114878,0.7601823126889548,1,1,1,1,1,1,0
0.902805251817291,0.6443739683887935,0.36574088697923335,0.9136737257213902,0.8284724344116107,0.07609757741605727,0.2459150461060473,0.5037165396000371,0.057916091005629666,0.6074407159213402,1,1,0,0,0,0,0
0.5674900376047417,0.20426100431517813,0.7622606973129697,0.3879405117749196,0.042437856522780426,0.2650734457370998,0.455394204733782,0.9582918155014072,0.6026151575305261,0.4340514138730145,0,0,0,0,0,0,0
0.47958421656668193,0.5094073559944955,0.9036562345541274,0.05339604617677551,0.7863191677714887,0.54267505575193,0.04341986857685165,0.9970842327666769,0.5348885226699052,0.12139466191831816,0,0,1,1,1,1,1
0.3299488803369707,0.9605168988450009,0.5527591567317971,0.5912358571663491,0.5878309979004297,0.46517018252266906,0.6634693139047723,0.9503049843489755,0.6552408754544004,0.09181298173507602,1,1,1,1,1,1,1
0.7095004858642393,0.41574741503347556,0.632212884274584,0.5978980030324349,0.9460678248821685,0.5127836061469601,0.6714766493887109,0.47902023441937547,0.6175396466456649,0.20664349413499505,0,0,0,0,0,0,0
0.9057396772626842,0.052312939824203375,0.5184047613171224,0.8665535179881279,0.4264735816721623,0.9477236130102973,0.8690276547281991,0.6010352366971574,0.6080440318330222,0.7290860746127318,0,0,0,0,0,0,0
0.08111871743445886,0.7355622572055478,0.2182661929420403,0.4333087331885339,0.6286204429858436,0.381019297009593,0.8925667693412938,0.768189612934411,0.6335124347742505,0.2781833665573754,1,1,1,1,1,1,1
0.38371217281566883,0.030820111457451116,0.11696584742332161,0.4927926892666976,0.536699668618306,0.12342795652216132,0.44466256846790975,0.74378589122119,0.1825370625722037,0.24608565363219237,0,0,1,1,1,1,1
0.039361181097332554,0.8449489166793757,0.6448809241697668,0.1718467332900241,0.3532171399300531,0.369765480894682,0.9567555760057,0.9639922066220392,0.15571240339385684,0.8604187017987791,0,0,0,0,0,1,1
0.2591247459387188,0.04280885819532565,0.055030476244638304,0.9505850828576573,0.1567019106386962,0.7087129694391932,0.9101670309059662,0.9969484912629943,0.5814539242992353,0.6014577213603697,1,1,1,1,1,1,1
0.9990285220733521,0.1466327693684275,0.7135613992065076,0.330473951557116,0.6456327787161444,0.7996485502236776,0.3174305772781866,0.5335568034986538,0.07117682899215805,0.8203097196315864,1,1,1,1,0,0,0
0.8215990008053851,0.8088001849163238,0.15715132202414028,0.4936038496825137,0.24240159831318575,0.35064416800959597,0.1172091586019468,0.16234984510650352,0.29089496101247747,0.8409697479140302,1,1,1,1,1,1,1
0.1525814952507818,0.31575806944926865,0.055067065455452036,0.6075990534058405,0.5106144888713019,0.7119504452920296,0.7232346613401196,0.7160792952450115,0.44107793974393417,0.9512327804890528,0,0,0,0,0,0,0
0.33923205737295203,0.7385104829001918,0.8795052229666928,0.5795546123842006,0.3634215795908413,0.08145604078551572,0.9828431436534573,0.42890916781812183,0.10236614395994292,0.5049559198133599,0,0,0,0,0,0,0
0.4819459699724662,0.3850757289342195,0.8579511710716665,0.9777691594728866,0.9379507616161614,0.1925527338059586,0.6138404041975486,0.10120212794047057,0.06109953074709096,0.8741948485222363,0,0,1,1,1,1,1
0.3675534636990069,0.0908617721185474,0.21361882588737313,0.7289871317723713,0.16137814918489124,0.7144978758843846,0.21893718109184646,0.29410305602587994,0.5398848582986318,0.4881716990952987,1,1,1,1,0,0,0
0.690788238997093,0.4359906282708014,0.2285303507714641,0.7963457382331586,0.6024744516685877,0.3411428320382911,0.047654633022039095,0.5816938648579495,0.2787890507776658,0.05023543484362414,1,1,1,1,1,1,0
0.3602302968321093,0.07864075431735018,0.333014790598669,0.7591772372366404,0.3766462370867223,0.6109238942331818,0.24114246256496175,0.07308632764237144,0.5126952537266279,0.6510907047306722,1,1,0,0,0,0,0
0.332264276414322,0.74686737925283,0.8559233306481673,0.4394989113809983,0.2605672902718754,0.15305709267693757,0.524159976769523,0.2829306086001592,0.32219966117322896,0.31853997357565766,0,0,0,0,0,0,0
0.6522515120799631,0.09414685081674423,0.7174493875587419,0.2819635888000819,0.09592133817046189,0.4981995998111983,0.7091490296521032,0.6745099786931148,0.47667543163345116,0.6632429892346087,0,0,0,1,1,1,1
0.6861404665789271,0.1671209957905727,0.8069474832659672,0.19702758276303634,0.4750332697381313,0.5386756511904726,0.5529619466736462,0.5248509178290238,0.6839848904752409,0.26956864241005873,1,1,1,1,0,0,0
0.18373355779127887,0.3077638312843147,0.6255529917078789,0.26537156137459894,0.7593154350513764,0.09741597836899207,0.9837517112470705,0.12937116257248749,0.35261196215114343,0.04272088570495358,1,1,1,1,1,1,1
0.9684391210381504,0.7780823689233779,0.7718539366827605,0.1628911857722708,0.456057437430874,0.34898214324545107,0.5508528491107094,0.3030347635509667,0.20348391003741173,0.8039110176835713,0,0,1,1,1,1,1
0.4440737762176896,0.4857095882934178,0.944046949152128,0.23060667604277585,0.8590573036507778,0.33091151047195844,0.9711306556168758,0.9306298297286133,0.3094620150099501,0.9959661104029962,1,1,1,1,1,1,0
0.04205438092393465,0.04731639794416764,0.6312965925260483,0.44621136829824304,0.6585238471470998,0.37540422752031044,0.6252208760917669,0.356367980900111,0.706647572322147,0.40775009635144766,1,1,1,0,0,0,0
0.06232257941324637,0.3896640163127817,0.9607088387629368,0.17043986203871964,0.8431478901385994,0.5950536984216753,0.9122709917251747,0.7130702889326666,0.21814219973255478,0.19298370416572785,1,1,0,0,0,0,0
0.07922301180870128,0.8197197234980966,0.8877563593280459,0.8517213885275132,0.8123183880122775,0.08819132242963257,0.06435868611461193,0.9650122525222972,0.031068706257913692,0.09079749007327476,1,1,1,1,1,1,0
0.18895237959490607,0.600951297204852,0.6371871685982715,0.55907186548418,0.4143082884402891,0.9918389990702149,0.07261543553098393,0.2052891224948391,0.47151108680795306,0.3552757893539996,1,1,1,1,1,1,0
0.4834895342888984,0.6433342183515419,0.7442048994837538,0.1921142103593585,0.8844516964161826,0.8307273311386684,0.12473436559346285,0.6945841290156254,0.6959902920221939,0.17569206644187285,1,1,1,1,1,1,1
0.3587699319246138,0.974665386025741,0.3230583097498486,0.32741465608214027,0.28662937831039237,0.9111048282539037,0.6441045544557639,0.8707200239952019,0.550360437542318,0.5599051148425598,1,1,1,1,0,0,0
0.7950086803981314,0.5959551521782555,0.6812589548795125,0.41825836953010875,0.6264451578061045,0.7969218741510019,0.7097057952891624,0.5702233164704573,0.21222617609617844,0.9282778283568571,1,1,1,1,1,1,1
0.038452240832375195,0.5921380658345335,0.05091601686049918,0.024164710960513203,0.047563717499039204,0.9889901839567509,0.43641442935704977,0.5534473440538025,0.9191433523132161,0.4096822481029285,0,0,0,0,0,0,0
0.5090923147116656,0.8984599230914091,0.37432050396760497,0.4750769460035744,0.4153768665899936,0.4207061998458742,0.49935749208297986,0.6838707721457781,0.45180572414406783,0.6412979274478793,1,1,1,1,1,1,0
0.0991635825064241,0.03322068335345807,0.06099962352331756,0.8139369552244148,0.04585188167040677,0.47336613137475325,0.30806498889130274,0.9072497616697058,0.506551160850856,0.9691419152715421,1,1,1,1,1,0,0
0.2230319642115839,0.643204641316549,0.04071252389237867,0.7676065745614699,0.8618597692983547,0.2617303607414585,0.5232269350241097,0.568643633995657,0.24959738646607188,0.33520615832036715,1,1,1,1,1,1,1
0.6062205088254694,0.37047681402754684,0.4537947357433031,0.40400839209333694,0.2287264417328434,0.2907673103289067,0.9960698630898761,0.808729389480594,0.027382918040347204,0.30811138872805643,1,1,1,1,1,1,1
0.7007166120392658,0.16529846083927946,0.11395942348706722,0.6444142312643414,0.7437342046188161,0.1643923843366224,0.9817583286125537,0.906020212867735,0.501565278619588,0.549398003867851,1,1,1,1,1,0,0
0.12514438868148614,0.4361939577903027,0.480920587645961,0.46170931613198773,0.532289976861408,0.786957613121029,0.307778961048937,0.1745101827647778,0.7005773595746765,0.31682994538616227,1,1,1,1,1,1,1
0.04344189067196558,0.949820222170986,0.9352317091149465,0.34053382612143357,0.23877147177700542,0.12838046474494968,0.8709001676130717,0.44241029635477847,0.4454344637176735,0.8937000256234431,0,0,0,0,0,0,0
0.12975137747923837,0.3644203912111461,0.2737629499502172,0.46787050905777916,0.8836806300680651,0.9075536990592634,0.3962543486173824,0.6962522592969191,0.7393949821756086,0.8726854368784935,0,0,0,1,1,1,1
0.02750743712318482,0.18587473568786672,0.6416095497439305,0.8742297630150009,0.22503359366817222,0.8139689399240227,0.008298575048687362,0.02548291032020611,0.5310313432947196,0.2876650325868494,1,1,1,1,1,1,1
0.5227667200904186,0.6854320162223407,0.9366742170991587,0.3358237388585724,0.9054324713732679,0.8307637243015824,0.8268687987582122,0.9807165149366573,0.7348911633154274,0.07338634861579374,1,1,1,1,1,1,1
0.07397918523001679,0.30850653556717444,0.8570040189775204,0.7671757371634828,0.5095727755148943,0.004661218476834983,0.17109897913251138,0.022788819109169856,0.6892350074995544,0.4343162646712563,1,1,1,1,0,0,0
0.03730643382990584,0.7172544976116867,0.6832453625964159,0.4666221322263273,0.16401867079381027,0.7451829334875189,0.7428218004944076,0.008901982196449554,0.8466522930852054,0.28443766711423657,0,0,0,0,0,0,0
0.8917634088260857,0.33248079876597614,0.9221501119701213,0.15368682220264462,0.5877698541433521,0.8259023797172291,0.49595903207362524,0.6803203510818637,0.3145518978569446,0.10394283929724624,0,0,0,0,0,0,0
0.09878535776058961,0.027207993566365385,0.8942730250376258,0.6459578335636675,0.4854138801355613,0.2515506525784349,0.6642956430447032,0.6527741730337027,0.258625985752309,0.014551460462291277,1,1,1,1,0,0,0
0.41806201589454206,0.4743710627459754,0.2975086211531076,0.11245730612839111,0.04042549736142764,0.8468174843004767,0.2347463097212713,0.021000767119607855,0.13397995964355436,0.44216891662991864,0,0,0,0,0,0,0
0.9829975818300883,0.8680445137907021,0.8863560993979314,0.7749377413692692,0.14249881042204227,0.8467930212336131,0.24435488552357632,0.16784517752654038,0.4191035202714757,0.9067094529816099,0,0,0,1,1,1,1
0.35995688445011764,0.7219973736695764,0.22940201179075692,0.7175081748770792,0.7856529584946564,0.7762474226723508,0.6200076341614235,0.9403351404297314,0.37003909334131,0.9537235505796269,1,0,0,0,0,0,0
0.07227802605319111,0.9567081432144902,0.08002599796809606,0.6772076633277445,0.662041576185743,0.6479515036924547,0.6327529694782129,0.44210372714934154,0.7679874439950404,0.7035828264059775,0,0,0,0,0,0,0
