feature_0,feature_1,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.6003882781913551,0.4663993974519226,0,0,0,0,0,0,0
0.31582500634637356,0.22187351310566628,0,0,0,0,1,1,1
0.3370674210610993,0.28494764992816335,0,0,0,0,0,1,1
0.04832456646994787,0.9216844468280959,0,0,0,0,0,0,0
0.4860008218100963,0.7487077942304546,1,1,1,1,1,1,1
0.5446338454842263,0.6067611082766415,1,1,1,1,1,1,1
0.20903140643236784,0.7420592057317532,1,1,1,0,0,0,0
0.4741202025664494,0.8266841762650873,1,1,1,1,0,0,0
0.36164861574489526,0.42508709652093435,0,0,0,0,0,0,0
0.11335772376950226,0.10693105290330851,0,0,0,0,0,0,0
0.6792290883184829,0.4382608521055066,0,0,0,0,0,0,0
0.34028749864959107,0.6642920312258428,1,1,1,1,1,1,1
0.21499189799502905,0.02470862257803441,1,1,1,1,1,0,0
0.9476549424835186,0.43303115572364037,0,0,0,0,0,0,0
0.8208724915260961,0.21965319841792785,0,0,0,0,1,1,1
0.9342972370101811,0.9530462214146925,0,0,0,1,1,1,1
0.6624059238325629,0.29046056224280703,0,0,0,1,1,1,1
0.796684883115568,0.4616019933512425,0,0,0,0,0,0,0
0.9851883999967975,0.0489022869748158,0,0,0,0,1,1,1
0.2969139433976954,0.9332107765461657,1,1,1,1,1,1,1
0.6932463946841497,0.13794153455109992,0,0,0,0,1,1,1
0.5881101868089942,0.27356232818866866,0,0,0,0,0,0,0
0.8761757866363284,0.5517046413130797,0,0,0,1,1,1,1
0.33416185099090845,0.7846998189620646,1,1,1,1,1,1,1
0.9593945724290994,0.6290354455610818,0,0,0,0,0,0,0
0.39186881186084765,0.838259915284077,1,1,1,1,1,1,1
0.049716450356677155,0.507411047179745,0,0,0,0,0,0,0
0.9197349650840997,0.3454516442449047,0,0,0,1,1,1,1
0.9719145064546616,0.37120793931664997,0,0,1,1,1,1,1
0.773910650100955,0.03262711321824796,0,0,0,0,0,1,1
0.27687322440581164,0.8696283597147658,1,1,1,1,1,1,1
0.31184114280815367,0.8025049726490916,1,1,1,1,1,1,1
0.19022504460518308,0.8614235822823941,1,1,1,1,1,1,1
0.39388053638037634,0.08289978079834037,1,1,1,0,0,0,0
0.44187621701379753,0.9869852206468326,1,1,1,1,1,1,1
0.32135666047332545,0.11618436518438724,1,1,1,1,1,0,0
0.6240930306681401,0.4018021194257869,0,0,0,0,0,0,0
0.8750248135981217,0.37522828038884126,0,0,0,0,1,1,1
0.8973498917095096,0.6152258339307162,0,0,0,0,0,1,1
0.3749823495714163,0.17636690518231002,1,1,1,1,1,1,1
0.1309070088596065,0.8303021951819907,0,0,0,0,0,0,0
0.22089277844132038,0.2567517407614488,0,0,0,0,0,0,0
0.5735200504724525,0.823217063855587,0,0,0,0,0,1,1
0.025288184301604066,0.6074980416045823,0,0,0,0,0,0,0
0.12419176450946967,0.9212581938340477,0,1,1,1,1,1,1
0.46149650245255236,0.9659600666904395,1,1,1,1,1,1,1
0.7327034966505125,0.6532706859484092,0,0,0,0,0,1,1
0.7884103278670143,0.8402217344223896,0,0,0,0,1,1,1
0.7696598984307053,0.3790395903363136,0,0,0,0,0,0,0
0.7434192234201203,0.3195235061235161,0,0,0,0,1,1,1
0.07479971179215572,0.6057958793710118,0,0,0,0,0,0,0
0.5514088927653946,0.7083392268491283,1,1,1,1,0,0,0
0.4805037593711151,0.9078777591949845,1,1,1,0,0,0,0
0.4300779323128555,0.20420962733471038,0,0,0,1,1,1,1
0.5667131337166091,0.3292244757794712,0,0,0,0,0,0,0
0.32421941693334055,0.6240032439112024,1,1,1,1,1,1,1
0.7625945428918386,0.7014017742722807,0,0,0,0,1,1,1
0.2674614774949342,0.8964705739505919,1,1,1,1,1,1,1
0.31149955673098817,0.5371788599941626,1,1,1,0,0,0,0
0.2909065939739599,0.6809389764732988,1,1,1,1,1,0,0
0.6592376200545363,0.48280689922402475,0,0,0,0,0,1,1
0.8414082945812893,0.1413463986580934,0,0,0,1,1,1,1
0.6670426436719059,0.8997678851571309,0,0,0,0,0,0,0
