feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.903302583392538,0.42607513469714176,0.22622451028179935,0.8371406476240987,0.6929576930498449,0.42962267895794604,0.46070886730062544,0.31195804477105094,0.6914198865811891,0.5720400884928213,1,1,0,0,0,0,0
0.37431929663427976,0.9071277322060516,0.6448619361525544,0.6361317847489631,0.518281729136527,0.2519606666605063,0.936757045200347,0.22118253722047077,0.706668400798777,0.07863475861325209,1,1,1,1,1,1,1
0.7846448617771462,0.1892260036144443,0.9593783606971076,0.8678339699389658,0.38823867422400904,0.4165060287818606,0.47879180019267364,0.06688975007191567,0.5829886665074272,0.7580981618121152,1,1,1,1,0,0,0
0.5875136328191295,0.11207483781281002,0.08052335773353769,0.8268141371683569,0.9135224774066133,0.9675146332491388,0.7550036179942153,0.04339663597639354,0.25733449984046697,0.04392839158241779,0,0,0,0,0,1,1
0.48027740611255576,0.9555924888353202,0.42023983592188874,0.8478480942858438,0.8174781856256272,0.979516478208905,0.35418705290658314,0.25413828327053267,0.7375648830318517,0.8692753390373043,1,0,0,0,0,0,0
0.8818814842829998,0.9808367517398051,0.965490364878474,0.9080223230978741,0.7448036407305897,0.5529902156272181,0.034774265205798405,0.5323947529843814,0.9931692806840665,0.5061564830994743,1,1,1,1,1,1,1
0.36449073459410974,0.47319756215415554,0.8476244557746961,0.4005904060769333,0.45521341467296594,0.75979285932182,0.5191557278829445,0.4911171682060109,0.8064240210904436,0.718229229365217,1,1,1,1,1,1,1
0.3135980509382912,0.712904935291694,0.9994471860415325,0.6020213469425738,0.85360504373455,0.686529166620296,0.3087965906497878,0.28677389256031494,0.0006316818292882997,0.606812080772495,1,1,1,1,0,0,0
0.2687954716363684,0.1670661857946979,0.45543090061518865,0.9955862167629463,0.2584120900556035,0.6615057540009147,0.909644725953061,0.3091080212809977,0.4425484272723722,0.7518806586460354,1,1,1,1,0,0,0
0.9657814169054467,0.06292232933247222,0.9269832514246984,0.3325025518908127,0.2943422229832878,0.7483078655241314,0.23278405837541816,0.9465375996230166,0.9601445988126887,0.5192367300803322,1,1,1,1,0,0,0
0.5060438335875067,0.973846881995615,0.4588690344598729,0.17286086046796956,0.7976559844069315,0.4690416412344067,0.3065081179961777,0.18384563921332975,0.1788974187161948,0.6889300853651664,0,0,0,0,0,0,0
