feature_0,feature_1,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.14136800274726258,0.7202149500779946,1,1,1,1,1,1,1
0.7545394989249455,0.7517022347503749,1,1,1,1,1,1,1
0.38231214091868215,0.03699133234765051,1,1,0,0,0,0,0
0.7869386997723088,0.35543464459587615,0,0,0,0,0,0,0
0.15781954199069204,0.2700823690456313,1,1,1,1,0,0,0
0.33013403146967124,0.6829303145754986,1,1,1,1,1,1,1
0.9974433530232646,0.6914988564621033,1,1,1,1,1,1,1
0.5372182763314008,0.20079952162677328,0,0,0,0,1,1,1
0.7547003070501042,0.28533573322267025,0,0,0,0,0,0,0
0.6280329467684534,0.22786131882479077,0,0,0,0,0,0,0
0.49796031433024934,0.9608446364666203,1,1,1,1,1,1,1
0.0353139907891421,0.3138062144658508,1,1,1,1,1,0,0
0.5430272601443287,0.8677974503059623,1,1,1,1,1,1,1
0.314847978607226,0.7523538365800282,1,1,1,1,1,1,1
0.14733698468558376,0.039561670800287496,1,1,1,1,1,1,1
0.1905665384284677,0.7687630208536587,1,1,1,1,1,1,1
0.8714097077821559,0.29061816447792255,0,0,0,0,0,0,0
0.7830006401244589,0.7841444597630383,1,1,1,1,1,1,1
0.7572029276823964,0.5858978975781765,0,0,0,0,1,1,1
0.4787102668649381,0.5904366712408622,0,0,0,0,0,0,0
0.34448852591017776,0.1591638342882553,1,1,1,1,1,1,1
0.8246946608235992,0.6285277962840099,0,1,1,1,1,1,1
0.5397945715319579,0.035822454090839284,1,0,0,0,0,0,0
0.40895454823630395,0.8830752711326538,1,1,1,1,1,1,1
0.06146166228510308,0.6490308162434103,1,1,1,1,1,1,1
0.16459736770261613,0.09423444103517031,1,1,1,1,1,1,1
0.719289641357438,0.6324229638041903,0,0,0,0,0,0,0
0.7899688135205435,0.6779178584767269,1,1,1,1,1,1,1
0.7362670448291103,0.4902337445369983,0,0,0,0,0,1,1
0.7898215975316499,0.514315640704458,0,0,0,1,1,1,1
0.6514873162947309,0.6607708938613822,0,0,0,0,0,0,0
0.298598688702995,0.004050472745294242,1,1,1,1,1,1,1
0.9628777322402976,0.9973406645374526,1,1,1,1,1,1,1
0.025196429324766845,0.7967910928944653,0,0,0,1,1,1,1
0.49196998199070163,0.14543049206691872,0,0,1,1,1,1,1
0.6435648097255501,0.610609619963786,0,0,0,0,0,0,0
0.8918748128299768,0.10835309040604557,0,0,0,0,0,0,0
0.2632439727907462,0.46380892698649,1,1,1,0,0,0,0
0.3548841279277307,0.34327854571544736,1,1,1,1,1,0,0
0.4542317796738693,0.9808521960103123,1,1,1,1,1,1,1
0.5583853172013538,0.6683486392086028,0,0,0,0,1,1,1
0.11299732905242033,0.7635809384347868,0,1,1,1,1,1,1
0.8023198413482621,0.4494640744190712,0,0,0,0,0,0,0
