feature_0,feature_1,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.3125560900291091,0.4891470568283848,0,0,0,0,0,0,0
0.11803027111189413,0.6054529417358513,0,0,0,0,0,0,0
0.7319108146605144,0.4657043550437425,0,0,0,0,0,0,1
0.27738879975055697,0.029440196659889617,0,0,0,0,0,0,0
0.49872122928768836,0.2779566314654952,0,0,0,0,1,1,1
0.34353200665725037,0.5628320193424644,0,0,0,0,1,1,1
0.8259938258071725,0.04024250071612234,1,1,1,1,1,1,0
0.07065512441964472,0.06399407801447177,0,0,0,0,0,0,0
0.3713514358377755,0.24157719201814565,0,0,0,0,0,0,0
0.9929474234717878,0.9763119699253116,1,1,1,1,1,0,0
0.21572300449001747,0.948014926142368,1,1,1,1,1,1,0
0.220753420841713,0.31863870996224086,0,0,0,0,0,0,0
0.8928713704680096,0.26867550090431536,0,0,0,1,1,1,1
0.402208144633759,0.6883779132705128,1,1,1,1,0,0,0
0.29464701519693826,0.9343828782728395,1,1,1,1,1,0,0
0.718407654641313,0.8996114651282398,1,1,1,1,1,1,1
0.8355459374364737,0.8404291629341217,1,1,1,1,1,1,1
0.4328282020845784,0.11378751815194965,0,0,0,0,0,0,1
0.6129261900697319,0.7156344739977272,1,1,1,1,1,1,1
0.47006837099709875,0.49755295037715175,0,0,0,0,0,0,0
0.8331246001870972,0.49591828353892786,0,0,0,0,1,1,1
0.9559957156456927,0.38382899626000966,0,0,0,1,1,1,1
0.550533484051394,0.8410530330547644,1,1,1,1,1,0,0
0.4676195412642985,0.795645254352722,1,1,1,1,1,1,1
0.15019510642477396,0.2779949416304599,0,0,0,0,0,0,0
0.31030601626708654,0.5449971307155295,0,0,0,0,1,1,1
0.003117269325926153,0.465404097615184,0,0,0,0,0,1,1
0.2229536724482163,0.8125797909506965,1,1,1,1,1,1,1
0.11898304480492217,0.25207611607530567,0,0,0,0,1,1,1
0.685698598286614,0.9252711442174947,1,1,1,1,1,1,1
0.9896293512027909,0.9292060780120474,1,1,1,1,0,0,0
