feature_0,feature_1,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.22349905832111439,0.4268981702539192,0,0,0,0,0,0,0
0.6012511259277873,0.40758660084470444,1,1,1,1,1,1,1
0.9674101554829834,0.46010070097742806,1,1,1,1,1,1,1
0.6219982312249971,0.2196160876969736,1,1,1,1,0,0,0
0.8929018686882219,0.8242248734182881,0,0,0,0,0,0,0
0.14710194659912468,0.6723014312339337,0,0,0,0,1,1,1
0.018048000992456847,0.27647263532422706,0,0,0,0,1,1,1
0.3555000674013976,0.12497116363854444,1,1,1,1,1,1,1
0.32398480350695225,0.1533057860596545,1,1,1,0,0,0,0
0.6764588266953411,0.11003948403631791,1,1,1,1,0,0,0
0.019290208877369985,0.11457194804223181,0,0,0,0,0,0,0
0.09754030091461507,0.6609753485160534,0,0,0,1,1,1,1
0.3729656206468682,0.0382801597169814,1,1,1,1,1,1,0
0.21293688054975957,0.045770991879100054,0,0,1,1,1,1,1
0.8991211550361675,0.5484451369448449,1,1,1,0,0,0,0
0.20182131015928095,0.6885211396656543,0,0,0,0,0,1,1
0.48537861814521177,0.8503713572565996,0,0,0,0,1,1,1
0.07276149711117552,0.42101682546829344,0,0,0,0,0,0,0
0.3354198979290216,0.9853658184176258,0,0,0,0,0,0,0
0.3269782881979797,0.9541676053533424,0,0,0,0,0,0,0
0.40613255602859755,0.7776086005397139,0,0,0,0,1,1,1
0.772137066068968,0.3246921109624641,1,1,1,1,1,1,1
0.47975313298811795,0.7189692305231402,0,0,0,1,1,1,1
0.9426468564595885,0.9085973625445979,0,0,0,0,0,1,1
0.059935436372410056,0.32143272112123267,0,0,0,0,0,0,0
0.7249868221445424,0.055609803151060455,1,1,1,1,0,0,0
0.24292937641368395,0.49772762605462983,0,0,1,1,1,1,1
0.6510085307520719,0.009856092474928024,1,1,1,1,1,0,0
0.5102429568150791,0.5614042010758654,1,1,0,0,0,0,0
0.6262539317667523,0.19465657528435276,1,1,1,1,0,0,0
0.20826384019992528,0.07269209411749278,0,0,1,1,1,1,1
0.7981021555244199,0.787753339542669,0,0,0,0,1,1,1
0.4029166893403878,0.9718238864809403,0,0,0,0,0,0,0
0.3227313596793575,0.9057556934628573,0,0,0,0,0,0,0
0.9949130559688765,0.6324884769885368,1,1,1,1,1,1,1
0.9311247667928805,0.5962910783629549,1,1,1,1,1,0,0
0.11804917991226382,0.7450785498924883,0,0,0,0,1,1,1
0.9837281956658622,0.7858911523379835,0,0,0,1,1,1,1
0.7382885016199148,0.22409860041957208,1,1,1,1,1,1,1
0.93690030135679,0.7671090431794382,0,0,0,1,1,1,1
0.824867989676575,0.08378045843650206,1,1,1,0,0,0,0
0.07386574277682612,0.9867481084582305,0,0,0,0,0,0,0
0.3617599822287524,0.7018699024526385,0,0,0,0,0,1,1
0.2443513255657015,0.5667725428872779,0,0,1,1,1,1,1
0.30341502926814923,0.8315452146001548,0,0,0,0,0,0,0
0.3478931444760849,0.6814934361794224,0,0,0,0,1,1,1
0.49792960090661476,0.19630643439684503,1,1,1,1,1,1,1
0.13914491390752504,0.9934402657390838,0,0,0,0,0,0,0
0.7098995663388588,0.40659473980119865,1,1,1,1,1,1,1
0.022648898884060742,0.2088763479643,0,0,0,0,0,0,0
0.6667194498150564,0.3831571652012936,1,1,1,1,1,1,1
0.1418462046773845,0.2651628326253662,0,0,0,0,0,0,0
0.246419670581709,0.3476985537304552,0,0,0,0,0,0,0
0.8018345740878176,0.005267560101471891,1,1,1,0,0,0,0
0.29012307826856376,0.8718534597901985,0,0,0,0,0,0,0
0.7944327520739397,0.01614644489125827,1,1,1,0,0,0,0
0.5962728826591177,0.7758955883301761,0,0,0,0,0,0,0
0.08546704080997802,0.8566814824875916,0,0,0,0,0,1,1
0.6758567051944554,0.7379680883222626,0,0,0,0,0,0,0
0.8802018578174277,0.4455604929124449,1,1,1,1,1,1,0
0.610300670178599,0.5504390027360566,1,1,0,0,0,0,0
0.0876372852197067,0.3585778794354474,0,0,0,0,0,0,0
0.006559993876030901,0.5816168199478576,0,0,0,0,1,1,1
0.34122693219972144,0.1404873330722105,1,1,1,1,1,1,1
0.772770297592053,0.7032142233952898,0,0,0,0,0,1,1
0.9321867184622364,0.8828757996837047,0,0,0,0,0,1,1
0.956080501209386,0.568534228141344,1,1,1,1,1,1,1
0.3354127211511585,0.979208515111202,0,0,0,0,0,0,0
0.19148253545296623,0.011715389062577963,0,0,1,1,1,1,1
0.6228637586899176,0.43404874754324363,1,1,1,1,1,1,1
0.38191279620559015,0.4884964221288368,1,1,0,0,0,0,0
0.6920781917939561,0.23237231327565466,1,1,1,1,1,1,1
0.8318927423605312,0.5749738598001991,1,1,0,0,0,0,0
