feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.6103844814466591,0.8078984539400933,0.6280521260920018,0.284874857326026,0.2902151729329032,0.09148679285993522,0.04310374721611232,0.6699181818684155,0.3061202525042589,0.3961944176822846,0.03941624696118429,0.6255183489224583,0.9866521806118724,0.7373944766820596,0.5129855024158948,0.47205685933960806,0.41115983857393446,0.172560704815527,0.8061613098589111,0.7050108859629818,0,0,0,0,0,0,0
0.009643559970234361,0.08701662170853708,0.543186593848416,0.09195247043952348,0.11311670402812779,0.06281780873682152,0.35709141327595995,0.8087467442620223,0.5183706622977664,0.9427494532013879,0.9973082484731166,0.9743167588368156,0.9307943905748175,0.24680534449762392,0.7339180873403517,0.28800503528838717,0.7554193456270558,0.5057993851016052,0.8763864607508386,0.2872671159525175,1,1,1,1,1,1,1
0.11524134519050722,0.768766877393599,0.7184415975530674,0.4231342681000847,0.6703368878814614,0.740473954211118,0.5743721836039809,0.01700813291105774,0.88093240901913,0.4555993960472132,0.4055858980303573,0.3146651969122638,0.45706958063211633,0.5054774255893202,0.5106955271435513,0.7687279167313528,0.7533710289619385,0.14583014861651278,0.3234825582196508,0.4558675899002066,1,1,1,1,0,0,0
0.0338394228129133,0.3119832014860122,0.46796732368796934,0.3632319987212582,0.8012373530763804,0.47573104003615496,0.4824843212647917,0.8257613434876212,0.33823116337849546,0.7714763148410819,0.19939665525250772,0.5294180470554459,0.30375678333161205,0.8689544210862475,0.6214126405409238,0.2554598809887808,0.8709885263067964,0.1167176799405808,0.056915701112273065,0.7105678004061262,1,1,1,0,0,0,0
0.7148067777376763,0.9567221046176292,0.39614556391435185,0.8636811217481806,0.7941409423337134,0.8511099288627294,0.23781991380723244,0.4144005548363674,0.2454648092717704,0.8844870189329117,0.8481086736345831,0.6253923680970336,0.11161549890118194,0.30459046214469443,0.8887402539132534,0.5990105386183152,0.2407245114751253,0.6807242359985562,0.9961168065823927,0.8010031012262846,1,1,1,1,1,1,1
0.251740605293192,0.40407153345081437,0.09864926872026858,0.8904377429434076,0.9450779179851229,0.06320054725897639,0.24589127331007432,0.21942143080915288,0.6798546855248472,0.7136573845630646,0.2906370259168658,0.22158008257858242,0.07175921363515003,0.10421335203083859,0.7411077712228907,0.13838950808411854,0.4944883505880442,0.19429485165204252,0.8140488146644306,0.8182204583003986,1,1,1,1,1,1,1
0.21949396948738364,0.07269690131836704,0.21395505223612254,0.06555591705181607,0.6378423364217953,0.42172370077782717,0.3399516449204417,0.9844337290453544,0.33003757097049224,0.6254000896928753,0.796733159693768,0.7125876196555714,0.05666906385143844,0.6466834320642891,0.8498938233640715,0.6726970383440948,0.8272048408842981,0.05774101613216742,0.208895718405949,0.020840315062281012,1,1,1,0,0,0,0
0.7380679548657966,0.9479681750744884,0.28280261241194227,0.9032551380526462,0.6863123082143302,0.9607868652095876,0.5715425052370976,0.940609238331053,0.78637176809073,0.9804288948380939,0.8072852380832624,0.39221931966307944,0.19425906296352236,0.5373879280164165,0.5163117755377243,0.895235315556244,0.5954899178182689,0.6205083457279134,0.3760368964941472,0.12426872925102161,1,0,0,0,0,0,0
0.5507075899980555,0.47143479842207603,0.048603349371638016,0.9116404397677192,0.11332060138605604,0.05166764925960454,0.4698599771643329,0.9585502865753833,0.6020036702205162,0.2297637635883798,0.9611216933762261,0.07841329174135914,0.43271940122258523,0.20289879473628158,0.5211546629319483,0.853429769275893,0.7731493959184531,0.5502385639636055,0.26538001574845527,0.8981775211050568,1,0,0,0,0,0,0
0.8477468687936031,0.7475437629503204,0.9259008634639934,0.20250637282091777,0.48887630740206045,0.6737832742693585,0.05886462603398934,0.7805025554972731,0.22224632244159226,0.5128695655430758,0.14116636357206058,0.5930886278008957,0.886320526369193,0.17731498464692252,0.6626480474775136,0.4985816654887133,0.03733293071992283,0.2680446722303803,0.9931554415653076,0.6609177786627545,1,1,1,1,1,1,1
0.8014350342379735,0.039764422565944035,0.5681128096470518,0.734194489276276,0.29847587161977795,0.1101350092327742,0.695024782092393,0.4220899368406884,0.4975026348097691,0.8919422586328845,0.3279254775642564,0.55472341202211,0.3615920092406494,0.5948454875967355,0.40610601591715656,0.24650120409271303,0.881953824765677,0.4492866810704488,0.4718358252580892,0.8262651708330329,1,1,1,1,1,1,1
0.9333271261085752,0.3109076396338324,0.2741084773781539,0.45508021222184225,0.4594753858627836,0.47269228369660066,0.3817586368508804,0.5242337581473406,0.9313257399400829,0.34816994267667756,0.5368866838220895,0.21493220956827586,0.723782714919107,0.7895011115659114,0.10500584019077697,0.2757062063893527,0.04870980015823523,0.7903694721291457,0.18666124301164277,0.9638088395973387,0,0,1,1,1,1,1
0.6980231333871079,0.9364024261387892,0.06202969902530853,0.8058888675584206,0.22458769798253952,0.8911338220723358,0.9436402500722628,0.5113057732821715,0.6906222276253404,0.5576139820218023,0.30351674739056167,0.22849021059311225,0.6653103981615694,0.9528474279878357,0.14476454407303563,0.06523439460546065,0.26769230899371765,0.5244341141342164,0.20365085961192853,0.978436867543249,0,0,0,0,1,1,1
0.20884652122415515,0.14490778963310158,0.17482783168821225,0.0020020645743953347,0.17629622737988526,0.9466444316534144,0.31465959899900564,0.9401983315316621,0.8665379845058323,0.14941310843884215,0.5984786721710202,0.033178987413740035,0.5610914028327171,0.04871849857766175,0.921511483802039,0.8298714564764074,0.292611292392123,0.7859722392487754,0.21988247048534193,0.462659652798861,1,1,1,1,1,1,0
0.25051250644911116,0.9660310003471912,0.29587406314847253,0.2824834275388163,0.7615549163217133,0.13335480121821697,0.6858118965503486,0.2293111359657647,0.4914806547529563,0.9102726144730499,0.6255706780357653,0.46178430187073594,0.8327462252681351,0.8926791638801982,0.1921231627345874,0.523625803831955,0.25443291184741657,0.9239082615314127,0.5253427956028625,0.5717956135289078,1,1,0,0,0,0,0
0.7070767646352855,0.3101327267241685,0.44451337222360465,0.1063258437286263,0.7815151561990317,0.5177040386959063,0.6847792991058255,0.49429551317282605,0.15168928667541037,0.7759225478857276,0.651275242989132,0.03795143253467137,0.4310441920252134,0.44625701938071105,0.496935252834491,0.49894172963511363,0.2558828697054689,0.027732842602888108,0.7366275682962913,0.4418864221047394,1,1,1,1,1,1,1
0.015541152332348873,0.8430011959504691,0.23303965921335168,0.8890508331851302,0.747953422283438,0.888006795653024,0.6357022503983917,0.7310272254889921,0.31042969839286483,0.893008070915619,0.2488351898643283,0.10953440143374649,0.1537844992869607,0.029528217637042276,0.9825773684704969,0.7593999102551137,0.8413832851825602,0.3091819083228494,0.4491425961170844,0.7056691609758958,1,1,1,1,0,0,0
0.20773310541263224,0.6934911233448078,0.6374761422267499,0.40245922664024514,0.5075638886667287,0.06893024712983276,0.34358688249732083,0.9401970667588029,0.28089059796547156,0.879393930970924,0.5994981453262966,0.8119083534834686,0.20534498278980218,0.2366811082296757,0.2091427981786862,0.9470540892057729,0.4558363544114542,0.48548193551861585,0.7230845598167914,0.02218327879830928,1,1,1,1,1,1,1
0.62946701063563,0.952966155019906,0.564131807671105,0.003960583542720109,0.9612908880383847,0.49764432719030427,0.40282349127868045,0.9471586350798854,0.8420142049264665,0.5236801700019009,0.32878450328261966,0.11068221802586264,0.4505610263741877,0.8900922111121197,0.8496438015100911,0.301204460176547,0.6591923772140217,0.2601608521573404,0.8936331892258491,0.4430525845952241,0,0,0,0,0,0,1
0.4111540064103394,0.36946376571568873,0.0030352832770268456,0.4540514805574447,0.02041865965496059,0.9145794338024383,0.09991417128938762,0.15224439669204826,0.11648352727036193,0.26225996657896344,0.8642034483842358,0.7090329266528639,0.503712023170934,0.209833546886376,0.46408955097085136,0.5486322975008513,0.728717213711405,0.6409246324906117,0.49009715589502545,0.6316014695249279,0,0,0,0,0,0,0
0.8409095869790909,0.3458225200507422,0.5574029806043976,0.6225187576591072,0.30377216170376553,0.7982048295988605,0.2315083980361502,0.8794977078050704,0.8101829053079734,0.747657238945054,0.7122504475550586,0.5450031899077769,0.11621879171862315,0.2945828093053863,0.8265734056416202,0.8168837568545326,0.15391784229896965,0.08856319750917097,0.9434789088165199,0.9216439181888442,0,0,0,0,0,0,0
0.088148067223353,0.5965869554080959,0.7856675021692183,0.739550797367976,0.11705410578946851,0.5577597676096598,0.5092058711827071,0.42414173035691094,0.9343779596560803,0.42250211788366165,0.6206582669630737,0.1831642205225562,0.9015030764725068,0.4124527095202606,0.83360705422959,0.7534326291682337,0.13799052919550125,0.1625258444580331,0.8708304927393221,0.01705467027645602,1,1,1,1,1,1,1
0.9757274137562557,0.49261357322689014,0.4992867534169335,0.4571965896237433,0.6784609883727701,0.50790454113883,0.14365501244972523,0.1019579668418652,0.26378371900248176,0.14648097701770324,0.01094549764706465,0.06529179321353917,0.7330172711511165,0.5768237279500859,0.2064350352652603,0.12667326955643188,0.002194285192666068,0.11469161129333971,0.7070857458963254,0.08350284071558389,1,1,1,1,1,0,0
0.9875760019332364,0.3083924040310172,0.10497185604406045,0.6323773127375314,0.9690358419691755,0.9962678391178319,0.36547935821280486,0.33261263926526885,0.6995525412981358,0.24143380254517222,0.20340174658102983,0.37416227867347396,0.9277995307088877,0.44884942557703245,0.04192213832698066,0.19022032643319964,0.4633898324628296,0.3346821247105948,0.650977868082414,0.4985212803065111,1,1,1,1,1,1,1
0.761780775656137,0.9244434509374411,0.7830598794052747,0.27624279684585173,0.8036126538860602,0.5704541330607578,0.8940586792219324,0.554353697078282,0.003239121612260143,0.4818639819593079,0.552503299625866,0.8468172074711746,0.47500807471461115,0.5119435641256715,0.3504114370023127,0.07435979976213969,0.45387216219330784,0.43154811855614006,0.12052980201697394,0.058829112379423565,0,0,0,0,0,0,0
0.13036688915295358,0.5702636286435971,0.8592994183214437,0.3114729942743041,0.2293740686141792,0.8430807939069769,0.48650869742512226,0.43151426385284486,0.4915639806005727,0.09638195452594411,0.7215014407189067,0.8211972618342116,0.19730977902514657,0.5316248812340931,0.2488328070511796,0.951538417269153,0.06396988786674984,0.5493163572048722,0.006229792591320504,0.5289392594239413,1,1,1,0,0,0,0
0.3218455778029644,0.7401761124904715,0.4994403962528011,0.8562323410249366,0.7159477254266703,0.5775097184729957,0.4410729678082268,0.10620589387474078,0.09630254395209614,0.018997758211228843,0.0038031994072604824,0.8679810685089069,0.48135767001266294,0.1757729946409906,0.7160979962551492,0.02063364212875196,0.09232181913638515,0.8144178251778407,0.33086321035112687,0.21776414730403404,1,1,1,1,1,1,1
0.38729656704520954,0.7208998734246711,0.2672394318500031,0.3205935757816535,0.8963526490797158,0.7823473060080361,0.8329436320970462,0.13811359033477955,0.5820022135688195,0.47295343216628083,0.8763702361069982,0.7647257648727237,0.8894323968658391,0.6747972960133416,0.6166643758511272,0.3834030686779024,0.48335660739202146,0.05553376680377231,0.96793331564993,0.8775951968442418,0,0,0,0,0,0,0
0.640959410318798,0.8807842705584125,0.08245285519131085,0.6386133508027084,0.8520948786611671,0.6544271248487726,0.9664921492615511,0.03773071504807368,0.20889517162646143,0.7612075391031762,0.4685428862524351,0.36324405804166626,0.7945070132268338,0.6157235769749461,0.9945906430424524,0.13579611424272997,0.12750188813232333,0.8018305222191954,0.9203321584632262,0.4377289135605772,0,0,0,0,0,0,0
0.27373886417013427,0.392625111063177,0.1685883565778683,0.2914168236372786,0.7791642314969256,0.8756721016921158,0.9341046517358146,0.8107246863867255,0.4195398965063112,0.23908674536912622,0.9304896426312456,0.26468964519514615,0.2684371701505348,0.8119769392920416,0.028283470110921693,0.890918088127512,0.9330680485985848,0.872005528088213,0.7249627344536181,0.12633980210263762,0,0,0,0,0,0,0
0.1358228997593347,0.9359264898168785,0.15362443240501078,0.7921591662974928,0.8143269225005837,0.33513535590657406,0.765363402366163,0.5142477679160625,0.8190432849297354,0.6646629796221525,0.8078211673155752,0.9628581457947877,0.746116749230983,0.590322771450089,0.4855918847588713,0.7646646520384411,0.5873737186814422,0.8764118589423573,0.969137033455731,0.38778137371188104,0,0,0,0,0,0,0
