feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.11461942829595284,0.8037377532218228,0.02802149492680972,0.21868678517752782,0.8022698822413017,0.9246241554987222,0.6076441964431938,0.2712572738485919,0.25204137872264254,0.3263869180364445,0,0,0,0,0,0,0
0.14679345609482264,0.15109016096368533,0.22116227369630403,0.6898069938230311,0.12350526503564074,0.03516436284412705,0.5223308616849338,0.6882515542058338,0.24121258276595992,0.8763017926936721,0,0,0,0,0,0,0
0.9259359623303929,0.10148745359126266,0.41188928837870675,0.799785904838294,0.7455397041327123,0.33824260020781316,0.17921851040649606,0.48691324712167094,0.16977123280938333,0.09523078981244948,1,1,1,1,1,0,0
0.9445519354972134,0.21838975014836892,0.28427043563053933,0.9068764699819645,0.8907368193209738,0.8040647372735171,0.09253264818016538,0.01890036626486269,0.8629365833904995,0.32387297880751964,0,0,0,0,1,1,1
0.5463954160184615,0.9353918591997993,0.1077310336015942,0.15957667711986123,0.5554755943555626,0.6431271849885545,0.8256684609916781,0.33900725831993195,0.005696787714814189,0.3548241734705587,0,0,0,0,1,1,1
0.10185652438994786,0.6068580562262815,0.08718761218811533,0.23053241730539809,0.022106646031437194,0.9850660303275716,0.46832233651338184,0.37176303288605195,0.09057443016135003,0.609895083827074,0,0,0,0,0,0,0
0.8339534954916112,0.855166388121426,0.41222463717855695,0.24711376304586552,0.5846211378707168,0.6694214377646274,0.07776598656659073,0.6048589577242399,0.38468992166713867,0.310122822676855,0,0,0,0,0,0,0
0.18992213922759382,0.43693168550765993,0.0406774551482203,0.8456631543954731,0.961436524133417,0.5229833130759259,0.3133360308661298,0.07772822603536034,0.9926839854635952,0.12321852439007852,0,0,0,0,0,0,0
0.47183192632265636,0.14952630695382407,0.5260454367935883,0.8749273861777324,0.6906831734739428,0.7717597914984647,0.4493151575821579,0.1826183934068384,0.2677459203536643,0.29224761251590126,0,0,0,0,1,1,1
0.2505002914384933,0.4820812362486876,0.6158451090438606,0.7090569171770243,0.5221168109765942,0.8294454706628774,0.4322013205309214,0.9663888248097596,0.8532641704696793,0.39712424884905473,1,1,1,1,1,1,1
0.9208781743278004,0.17300701168791643,0.3032709614035197,0.5104042146755626,0.8828575556217698,0.363711683338527,0.3200866783604882,0.006271752326400315,0.028923339243424717,0.1582446321319867,0,0,0,0,0,1,1
0.06679505260599083,0.04733453124155795,0.5482929244307247,0.714631704883751,0.11846416068499566,0.47395070120113003,0.3322432461501025,0.6056981244806499,0.9447033674815551,0.849970490828025,0,0,0,1,1,1,1
0.2830984196388917,0.20915599345491065,0.45110678841007834,0.643604087513176,0.7139603703369108,0.8111742691880465,0.0558876149993367,0.8487358899244258,0.9058555034848228,0.5102538806657253,1,1,1,1,1,1,1
