feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target_gold,taget_noisy_0.0,taget_noisy_0.1,taget_noisy_0.2,taget_noisy_0.3,taget_noisy_0.4,taget_noisy_0.5
0.6220576357401373,0.3647821951587279,0.19061892967351313,0.4904105032288165,0.8449130448516565,0.2600602321034815,0.726708366973388,0.03026221771690052,0.5490297522336731,0.5217668318851603,0.559706116045949,0.2941003151621282,0.17075278507680325,0.04410229840163149,0.3565225624262217,0.6077993201661372,0.040652397668484386,0.026455515290039866,0.45908424794150515,0.4622576151945673,0,0,0,0,0,0,0
0.7960793343559043,0.9757020437501134,0.6661763057793105,0.8380979895745985,0.976077502586958,0.05349032642044882,0.7482219536581106,0.5406317717031871,0.38285438891584755,0.793146509618841,0.6292317167099558,0.6308916876873837,0.5714752560788564,0.8857031186658487,0.3171632130984948,0.46849832200487285,0.7569104714291635,0.2839351329165454,0.6049121007934164,0.4857493631285851,1,1,1,1,1,1,1
0.6067908782203134,0.36187766929514176,0.31144699619028593,0.2067052004529799,0.3846662683136668,0.7214144690415227,0.6387945414242692,0.9441880454305912,0.9009564821006227,0.0911771530491603,0.7386331846701757,0.46242689049125396,0.9453897045775962,0.6977690929191,0.3609537774740528,0.9700109900555509,0.2722535806182059,0.044515799728106376,0.2641853126163952,0.8672034804760985,1,1,1,1,1,1,1
0.8252680071141898,0.9108170809878285,0.8178782663957306,0.25950032537465906,0.41377865095990396,0.1573029507652326,0.8307427055210433,0.4807517337780116,0.3944887827294987,0.01793304773408433,0.5079224036284471,0.7065858018638035,0.3761345664694862,0.9363966038982696,0.10664305323388157,0.45812363119944854,0.7756717454444061,0.808395296497952,0.65188723813341,0.9446120047526604,1,1,0,0,0,0,0
0.7638544599862371,0.4608159865935847,0.18290326251246347,0.40506134951790174,0.609657786642224,0.5801760633436533,0.5239526192404158,0.17681176631550122,0.2231593215286205,0.18759516665281062,0.41453769288200915,0.13011357629870712,0.22908440287082354,0.4208526672881401,0.13742990133195176,0.5396056765315079,0.7970167403007469,0.28052125791606675,0.8983036374313351,0.17152410816093178,0,0,0,0,1,1,1
0.9328932831335452,0.18049620944220868,0.36335940570557446,0.8878981376470364,0.9502405228976217,0.8146426236664712,0.13247686330209585,0.027128962225529296,0.1684509759588515,0.37666460093235954,0.7859949810694682,0.1524153219770874,0.5739604174646161,0.5884809358987074,0.19979877206841978,0.46538308208662416,0.8042791048717562,0.6494185423151266,0.4010196272757077,0.42987060987485437,1,1,1,1,0,0,0
0.608456751773247,0.8329919637863914,0.34952351878782106,0.23374040229588133,0.8877465004374678,0.44284685834059845,0.6837918325485907,0.7979826971762292,0.3271432348165456,0.269688220379214,0.6132026339756174,0.7866009916692849,0.6283974135252819,0.15019141411114,0.897122776738332,0.16739461826718915,0.34150571168055444,0.8632432523613732,0.8848197588861542,0.5602991499241969,0,0,0,1,1,1,1
0.6388264250019001,0.28001230264242005,0.9878325119307726,0.06280899254220529,0.36924780588582906,0.04054115748848264,0.47629222067216714,0.7387102263218226,0.538705239567286,0.7321984446448838,0.03183698287659875,0.9084110047256004,0.5753507450432109,0.9037449510249211,0.9469876564764671,0.923047165064999,0.771357880827938,0.03550094464832565,0.6325777624172649,0.18754497392927227,1,1,1,1,1,1,1
0.38822437931964304,0.32696636901566,0.359158856095278,0.5477963335827751,0.08638870727767844,0.7624248016046067,0.17002469767646222,0.04481762360913821,0.7107690858432503,0.9906803144878819,0.7789836886231173,0.9893960497940453,0.9431129361286869,0.8825961930170175,0.5660250417654166,0.32014502488217567,0.29272606756820463,0.0798156222036609,0.9318681439514683,0.1664137053210064,0,0,0,0,1,1,1
0.19430484165481487,0.011533100919168704,0.670695975192477,0.7422756881797349,0.7727086707326147,0.5208507472480717,0.33342042941242234,0.029910358032171014,0.14515477846979208,0.40793170107195775,0.05776308336082492,0.6411387213690782,0.7649520118634017,0.15154537506383292,0.867225223821665,0.4120324069148529,0.2710698766901113,0.8968080136856067,0.2443568937571985,0.9694009072183901,0,0,0,0,0,0,1
0.5765644659542001,0.37521056228485383,0.8280841026477899,0.8953024521047971,0.6505205229838097,0.49658016712521935,0.06105106167614238,0.3606261448076631,0.09403081385273226,0.04369881029756706,0.5977167687948781,0.7176595442944005,0.0985321266789776,0.9567200236683637,0.9462219723259843,0.4221315664426478,0.4101835466791711,0.8915638534291954,0.42815211753909943,0.8990587842087033,1,1,1,1,1,1,1
0.299841147732432,0.09611525065591597,0.052173374853546894,0.4229968299086212,0.0630294398480955,0.12636810947717902,0.935803763708885,0.028017858506988347,0.4712122823758208,0.4320937262102297,0.1385213342596271,0.5373323394465862,0.03859893989904051,0.7387393852431564,0.1462046445735241,0.7062145263628671,0.061941177115562684,0.8901327178950028,0.5429594190640884,0.010964450570295381,0,0,0,0,1,1,1
0.07795039831192452,0.9613439689757116,0.7660641079086217,0.08703923598736052,0.7668008347423068,0.23782139951879744,0.7440449198352304,0.44532950618537737,0.6926852897503973,0.47676291152605765,0.14269224631340816,0.845555711374447,0.2785793676084545,0.6654489361431329,0.6508748484757487,0.5662891800767543,0.2932839623258322,0.03868794570777945,0.9207888188124363,0.8011120846458473,0,0,0,0,1,1,1
0.7504450307343111,0.9278617871663897,0.010328348259281528,0.6534164996380076,0.5269270560250473,0.8714034407863583,0.3963844471479806,0.14541170678969928,0.19388233794165644,0.8936448778297568,0.35557110946962767,0.8807746944258416,0.09831379209802427,0.255814761717178,0.47123325220098466,0.06238699825480054,0.8803088539406267,0.012433183446307838,0.9381144356723576,0.6099528930056406,1,1,1,1,1,1,1
0.21541810597601196,0.5929821767277306,0.8877884327951073,0.11785607200333081,0.720747097837557,0.4804926090151156,0.21074028978583614,0.5958796858315049,0.9531046701035989,0.9039416009570358,0.9177110915624352,0.8519802553092618,0.47620597894212846,0.8922681330178831,0.42505825671210995,0.45655693844009515,0.8138028210972087,0.956622291038874,0.04077443560367611,0.8058157113043423,0,0,0,0,0,0,1
0.2289949488910521,0.9761290345494571,0.17919779556651882,0.7734326037921707,0.4126072407637341,0.912324832520649,0.3424834246724513,0.6869068424350517,0.21415161632148816,0.7314543006849807,0.9975719503896046,0.43714907861141583,0.96027305500757,0.7470079612845301,0.6414437913861938,0.1664421576626176,0.7536730815553355,0.08901305101640522,0.8032498465645749,0.9551305042340117,0,0,0,1,1,1,1
0.8148675029099439,0.44791841379465835,0.6798998545348212,0.2045928759245087,0.4629566216987133,0.29308103226880977,0.2973323496764618,0.8582192025923526,0.9205330860731767,0.31440789952526815,0.9514203628484734,0.6058683970563074,0.8949310980773436,0.6540259609159357,0.6786450935204625,0.6011516100522212,0.6912935476515419,0.08875809210633046,0.3721867708512845,0.05913228468698373,0,0,0,0,0,0,0
